ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P147,P224B,P224B_NOM,P224B_COD,P224B_TIPO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,OMICAP200_00
2024,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10052,05,05,1,3,250392005,4.409521,1,,1,0,1,1,PLATANO,1171,3,0,500,1,0,0,0,0,0,0, 
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10073,05,05,1,3,250392005,9.579173,1,,1,0,1,1,PLATANO,1171,3,0,350,0,1,1,0,0,0,0, 
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10080,02,02,1,3,250393005,1.055585,1,,1,0,4,1,GUANABANO,1133,2,5,000,0,0,1,0,0,0,0, 
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10080,24,24,1,3,250393005,1.854329,1,,1,0,1,1,NARANJO,1156,2,0,100,0,0,1,0,0,0,0, 
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10080,24,24,1,3,250393005,1.854329,1,,1,0,1,2,CACAO,1202,3,0,150,0,0,1,0,0,0,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,06,06,1,3,250192006,49.52428,1,,1,0,2,1,PASTO BRIZANTHA,1408,3,32,452,0,1,0,0,0,0,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10182,02,02,1,3,250192005,11.35157,1,,1,1,1,1,YUCA,2620,1,0,250,0,1,0,0,0,0,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10185,01,01,1,3,250193006,11.09015,1,,1,1,1,1,MAIZ AMARILLO DURO,2107,1,3,900,0,0,1,0,0,1,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10185,02,02,1,3,250193006,39.35556,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,3,000,0,0,1,0,0,1,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10185,06,06,1,3,250193006,12.92826,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,1,000,0,1,0,0,0,0,0, 
2024,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10185,07,07,1,3,250193006,14.40964,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,2,500,0,1,0,0,0,0,0, 
2024,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,10188,02,02,1,1,240313003,.7919365,1,,1,0,1,1,PLATANO,1171,3,3,000,0,0,1,0,0,0,0, 
2024,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,10192,06,06,1,1,240313004,5.232837,1,,1,0,1,1,MAIZ CHOCLO,2109,1,1,500,0,0,1,0,0,1,0, 
2024,24,TUMBES,03,ZARUMILLA,03,MATAPALO,10208,01,01,1,1,240311003,3.949342,1,,1,1,3,1,LIMON ACIDO,1140,3,3,000,0,0,0,0,0,1,0, 
2024,24,TUMBES,01,TUMBES,02,CORRALES,10297,04,04,1,1,240111003,6.352034,1,,1,1,1,1,ARROZ CASCARA,2101,1,5,000,0,1,0,0,0,0,0, 
2024,24,TUMBES,01,TUMBES,02,CORRALES,10300,09,09,1,1,240111004,.0310821,1,,1,0,1,1,ARROZ CASCARA,2101,1,3,500,0,0,0,0,0,1,0, 
2024,24,TUMBES,01,TUMBES,02,CORRALES,10308,01,01,1,1,240111003,10.36888,1,,1,0,1,1,CEBOLLA CHINA,2316,1,0,500,0,0,0,0,0,1,0, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,02,02,1,2,230431003,36.88205,1,,1,0,1,1,TUNA FRUTA,1186,2,0,990,0,0,1,0,0,1,0, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,03,03,1,2,230431003,25.55614,1,,1,1,7,1,MAIZ AMILACEO,2108,1,1,000,0,0,1,0,0,0,1, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,03,03,1,2,230431003,25.55614,1,,1,1,9,1,MAIZ AMILACEO,2108,1,0,250,0,0,0,0,0,0,1, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,03,03,1,2,230431003,25.55614,1,,1,1,8,1,HABA,2942,1,1,000,0,0,0,0,0,0,1, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,05,05,1,2,230431003,18.11257,1,,1,0,1,1,MAIZ AMILACEO,2108,1,0,500,0,0,1,0,0,0,0, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,09,09,1,2,230431003,1.695291,1,,1,0,1,1,TUNA FRUTA,1186,2,0,170,0,0,1,0,0,1,0, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10343,10,10,1,2,230431004,1.118531,1,,1,1,3,1,MAIZ AMILACEO,2108,1,0,400,0,0,1,1,0,0,1, 
2024,23,TACNA,04,TARATA,06,SUSAPAYA,10346,01,01,1,2,230442002,1.076433,1,,1,1,1,1,ALFALFA,1401,3,0,057,0,0,0,0,0,0,1, 
2024,23,TACNA,04,TARATA,04,ESTIQUE-PAMPA,10350,04,04,1,2,230431003,9.232579,1,,1,1,1,1,OREGANO,1219,3,0,270,0,0,0,0,0,0,1, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10356,11,11,1,2,230432003,3.861624,1,,1,1,1,1,TUNA FRUTA,1186,2,0,018,0,0,1,0,0,0,0, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10356,19,19,1,2,230432003,6.344585,1,,1,0,2,1,TUNA FRUTA,1186,2,0,112,0,0,1,0,0,0,0, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10356,31,31,1,2,230432003,142.9513,1,,1,0,1,1,TUNA FRUTA,1186,2,0,012,0,0,1,0,0,0,0, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,05,05,1,2,230431003,67.49685,1,,1,1,1,1,MAIZ AMILACEO,2108,1,0,500,0,0,0,1,0,0,1, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,09,09,1,2,230431003,51.6656,1,,1,0,5,1,HABA,2942,1,0,330,0,0,0,0,0,0,1, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,02,02,1,2,230431003,19.27328,1,,1,0,4,1,MAIZ AMILACEO,2108,1,0,500,0,0,0,1,0,0,0, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,05,05,1,2,230431003,2.747609,1,,1,1,5,1,MAIZ AMILACEO,2108,1,0,250,0,0,1,0,0,0,1, 
2024,23,TACNA,04,TARATA,01,TARATA,10361,05,05,1,2,230441002,.1674737,1,,1,0,4,1,MAIZ AMILACEO,2108,1,2,000,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,03,ITE,10363,01,01,1,1,230312003,.1034359,1,,1,1,1,1,MAIZ CHALA,2706,1,0,650,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,02,ILABAYA,10373,04,04,1,1,230322003,87.69066,1,,1,0,1,1,HIGUERA,1136,2,0,010,0,0,1,0,0,0,0, 
2024,23,TACNA,03,JORGE BASADRE,02,ILABAYA,10373,04,04,1,1,230322003,87.69066,1,,1,0,1,2,PACAE,1159,2,0,010,0,0,1,0,0,0,0, 
2024,23,TACNA,03,JORGE BASADRE,02,ILABAYA,10374,09,09,1,1,230323003,8.156005,1,,1,0,2,1,MAIZ AMILACEO,2108,1,0,030,0,0,1,0,0,0,0, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,04,04,1,1,230321004,9.451548,1,,1,0,1,1,PALMERA DATILERA,1161,2,0,005,0,0,1,0,0,0,0, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,05,05,1,1,230321004,5.027473,1,,1,0,1,1,TARA,1225,2,0,120,0,0,1,0,0,0,0, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,08,08,1,1,230321004,9.256382,1,,1,0,1,1,OLIVO,1218,2,0,024,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,08,08,1,1,230321004,9.256382,1,,1,0,1,2,HIGUERA,1136,2,0,007,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,08,08,1,1,230321004,9.256382,1,,1,0,1,3,GRANADO,1132,2,0,025,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10384,08,08,1,1,230321004,9.256382,1,,1,0,1,4,MORERA,1154,2,0,003,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10393,04,04,1,1,230311004,7.657035,1,,1,0,1,1,CEBOLLA,2315,1,0,890,0,0,0,0,0,0,1, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10393,05,05,1,1,230311004,1.795337,1,,1,0,1,1,CEBOLLA,2315,1,0,500,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,04,CURIBAYA,10401,01,01,1,2,230223002,1.057487,1,,1,1,1,1,ZAPALLO,2345,1,0,500,1,0,0,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10404,03,03,1,2,230221003,.0354786,1,,1,1,5,1,OREGANO,1219,3,0,330,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,01,01,1,2,230231003,2.535102,1,,1,0,1,1,TUNA FRUTA,1186,2,0,001,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,02,02,1,2,230231003,29.55634,1,,1,0,1,1,TUNA FRUTA,1186,2,0,020,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,04,04,1,2,230231003,2.304336,1,,1,0,4,1,MAIZ AMILACEO,2108,1,0,182,0,0,1,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,06,06,1,2,230231003,17.2716,1,,1,0,1,1,TUNA FRUTA,1186,2,0,002,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,07,07,1,2,230231003,36.89969,1,,1,0,1,1,TUNA FRUTA,1186,2,0,006,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,01,01,1,2,230231003,14.06865,1,,1,0,1,1,TUNA FRUTA,1186,2,0,002,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,02,02,1,2,230231003,23.47113,1,,1,0,1,1,TUNA FRUTA,1186,2,0,008,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,13,13,1,2,230231003,1.641721,1,,1,0,1,1,TUNA FRUTA,1186,2,0,140,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,13,13,1,2,230231003,1.641721,1,,1,0,3,1,TUNA FRUTA,1186,2,0,182,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,14,14,1,2,230231003,2.75137,1,,1,0,1,1,TUNA FRUTA,1186,2,0,070,1,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,15,15,1,2,230231003,8.252802,1,,1,0,1,1,TUNA FRUTA,1186,2,0,085,0,0,0,0,0,0,1, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10407,01,01,1,2,230231002,20.24032,1,,1,0,1,1,TUNA FRUTA,1186,2,0,003,0,0,1,0,0,0,0, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10409,02,02,1,2,230231003,2.65476,1,,1,1,1,1,TUNA FRUTA,1186,2,0,016,0,0,1,0,0,1,0, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10416,02,02,1,2,230232003,3.821596,1,,1,1,3,1,ALFALFA,1401,3,0,075,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,1,MANZANO,1149,2,0,002,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,2,VID,1192,2,0,001,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,3,PALTO,1162,2,0,001,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,4,ZARZAMORA,1194,2,0,002,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,5,PACAE,1159,2,0,002,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,02,02,1,1,230111004,2.725759,1,,1,0,1,6,PITAHAYA,1169,2,0,002,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10435,05,05,1,1,230111004,4.227348,1,,1,0,1,1,MAIZ CHALA,2706,1,1,500,0,1,0,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10436,02,02,1,1,230111003,28.76754,1,,1,0,1,1,OLIVO,1218,2,1,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10459,02,02,1,1,230111004,37.39032,1,,1,1,1,1,PACAE,1159,2,0,002,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10459,05,05,1,1,230111004,2.17075,1,,1,1,1,1,OLIVO,1218,2,2,790,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10459,07,07,1,1,230111004,12.1597,1,,1,1,1,1,HIGUERILLA,1213,2,0,033,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,03,03,1,1,230111004,11.67997,1,,1,1,1,1,OLIVO,1218,2,6,500,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,03,03,1,1,230111004,11.67997,1,,1,1,2,1,OLIVO,1218,2,13,000,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,1,MANZANO,1149,2,0,008,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,2,HIGUERA,1136,2,0,004,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,3,GUAYABO,1134,2,0,025,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,4,VID,1192,2,0,008,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,5,PACAE,1159,2,0,035,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,04,04,1,1,230111004,7.498534,1,,1,1,1,6,GRANADO,1132,2,0,017,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10463,06,06,1,1,230111004,13.71651,1,,1,1,2,1,OLIVO,1218,2,10,000,0,0,0,0,0,1,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10465,08,08,1,1,230111004,2.980481,1,,1,1,3,1,OLIVO,1218,2,1,000,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10465,08,08,1,1,230111004,2.980481,1,,1,1,2,1,OLIVO,1218,2,4,000,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10465,08,08,1,1,230111004,2.980481,1,,1,1,1,1,PALTO,1162,2,0,010,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10465,10,10,1,1,230111004,3.929615,1,,1,1,2,1,OLIVO,1218,2,1,000,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10470,01,01,1,1,230111003,25.14072,1,,1,0,1,1,OLIVO,1218,2,2,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10470,02,02,1,1,230111003,18.2052,1,,1,0,1,1,OLIVO,1218,2,0,300,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,02,02,1,1,230111004,6.193779,1,,1,0,2,1,OLIVO,1218,2,2,000,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,02,02,1,1,230111004,6.193779,1,,1,0,1,1,OLIVO,1218,2,4,000,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,03,03,1,1,230111004,19.37639,1,,1,0,1,1,MORINGA,1155,2,0,015,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,03,03,1,1,230111004,19.37639,1,,1,0,1,2,PALMERA DATILERA,1161,2,0,012,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,05,05,1,1,230111004,5.967786,1,,1,1,1,1,PACAE,1159,2,0,004,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10472,05,05,1,1,230111004,5.967786,1,,1,1,1,2,GRANADO,1132,2,0,035,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10473,06,06,1,1,230111004,3.909778,1,,1,1,1,1,OLIVO,1218,2,0,300,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10473,07,07,1,1,230111004,36.44426,1,,1,0,1,1,HIGUERA,1136,2,0,003,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10474,02,02,1,1,230111004,7.69106,1,,1,0,1,1,OLIVO,1218,2,3,500,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10474,03,03,1,1,230111004,12.11746,1,,1,0,1,1,OLIVO,1218,2,3,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10474,05,05,1,1,230111004,24.46101,1,,1,0,1,1,OLIVO,1218,2,1,500,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,02,02,1,1,230111004,.2540707,1,,1,1,2,1,OLIVO,1218,2,2,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,02,02,1,1,230111004,.2540707,1,,1,1,1,1,OLIVO,1218,2,1,450,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,02,02,1,1,230111004,.2540707,1,,1,1,1,2,PLATANO,1171,3,0,004,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,07,07,1,1,230111004,3.1528,1,,1,1,2,1,OLIVO,1218,2,2,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,07,07,1,1,230111004,3.1528,1,,1,1,1,1,OLIVO,1218,2,1,000,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10475,08,08,1,1,230111004,1.177087,1,,1,0,1,1,PACAE,1159,2,0,010,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10476,03,03,1,1,230111003,3.200514,1,,1,1,2,1,QUINUA,2111,1,0,950,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10477,04,04,1,1,230111004,5.446962,1,,1,0,1,1,OLIVO,1218,2,6,000,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10488,08,08,1,1,230111004,.0231062,1,,1,1,2,1,OLIVO,1218,2,0,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10488,08,08,1,1,230111004,.0231062,1,,1,1,3,1,OLIVO,1218,2,0,750,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10490,04,04,1,1,230111004,6.22286,1,,1,0,1,1,OLIVO,1218,2,4,250,0,0,0,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10490,05,05,1,1,230111004,.0476898,1,,1,0,1,1,PACAE,1159,2,0,104,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10490,06,06,1,1,230111004,.1683873,1,,1,1,1,1,OLIVO,1218,2,0,223,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10490,06,06,1,1,230111004,.1683873,1,,1,1,1,2,PACAE,1159,2,0,010,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10495,03,03,1,1,230111004,10.99718,1,,1,0,1,1,OLIVO,1218,2,1,800,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10495,05,05,1,1,230111004,4.815657,1,,1,1,1,1,MORERA,1154,2,0,004,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10495,05,05,1,1,230111004,4.815657,1,,1,1,2,1,MORERA,1154,2,0,002,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10507,01,01,1,1,230111004,4.786657,1,,1,0,1,1,OLIVO,1218,2,7,000,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10507,02,02,1,1,230111004,19.90896,1,,1,0,1,1,OLIVO,1218,2,10,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10507,02,02,1,1,230111004,19.90896,1,,1,0,1,2,ROCOTO,2338,1,0,300,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10507,03,03,1,1,230111004,1.430012,1,,1,0,1,1,OLIVO,1218,2,3,000,0,0,1,0,0,0,1, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10509,04,04,1,1,230111004,2.904193,1,,1,1,1,1,OLIVO,1218,2,2,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10509,07,07,1,1,230111004,1.376287,1,,1,0,1,1,OLIVO,1218,2,2,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10509,09,09,1,1,230111004,2.058447,1,,1,0,2,1,OLIVO,1218,2,0,200,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10509,09,09,1,1,230111004,2.058447,1,,1,0,1,1,OLIVO,1218,2,0,300,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,03,03,1,1,230111004,1.508972,1,,1,1,1,1,OLIVO,1218,2,0,872,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,04,04,1,1,230111004,3.987967,1,,1,0,1,1,OLIVO,1218,2,0,677,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,3,1,OLIVO,1218,2,0,600,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,1,1,OLIVO,1218,2,1,570,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,2,1,OLIVO,1218,2,1,500,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,1,2,GUAYABO,1134,2,0,045,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,1,3,HIGUERA,1136,2,0,084,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,09,09,1,1,230111004,29.20533,1,,1,1,1,1,OLIVO,1218,2,0,810,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,12,12,1,1,230111004,3.34847,1,,1,0,1,1,OLIVO,1218,2,0,846,0,0,0,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,01,01,1,1,230111004,27.4282,1,,1,1,2,1,OLIVO,1218,2,1,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,01,01,1,1,230111004,27.4282,1,,1,1,1,1,OLIVO,1218,2,4,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,02,02,1,1,230111004,22.87207,1,,1,0,1,1,OLIVO,1218,2,5,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,02,02,1,1,230111004,22.87207,1,,1,0,2,1,OLIVO,1218,2,0,500,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,03,03,1,1,230111004,1.998998,1,,1,0,1,1,OLIVO,1218,2,3,000,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,03,03,1,1,230111004,1.998998,1,,1,0,2,1,OLIVO,1218,2,1,000,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10512,04,04,1,1,230111004,.6953638,1,,1,0,1,1,OLIVO,1218,2,7,000,0,0,1,0,0,1,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10514,03,03,1,1,230111004,7.322177,1,,1,0,1,1,OLIVO,1218,2,2,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10515,02,02,1,1,230111004,.0606843,1,,1,0,2,1,OLIVO,1218,2,3,000,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10515,06,06,1,1,230111004,12.70717,1,,1,0,1,1,OLIVO,1218,2,1,500,0,0,1,0,0,0,0, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10515,07,07,1,1,230111004,15.57778,1,,1,0,1,1,OLIVO,1218,2,1,500,0,0,1,0,0,0,0, 
