ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229D_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,04,04,1,3,250192006,9.635405,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,8246,000,KILOGRAMO,12,1,8046,000,5,00,40230,5,200,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,07,07,1,3,250192006,4.997955,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,4965,000,KILOGRAMO,12,1,4965,000,3,00,14895,3,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,09,09,1,3,250192006,5.56352,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,1000,000,KILOGRAMO,12,1,1000,000,5,00,5000,5,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,15,15,1,3,250192006,.2478624,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,1500,000,KILOGRAMO,12,1,1470,000,4,00,5880,4,30,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,16,16,1,3,250192006,17.79964,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,1500,000,KILOGRAMO,12,1,1350,000,4,00,5400,4,150,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,17,17,1,3,250192006,2.594902,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,800,000,KILOGRAMO,12,1,760,000,5,00,3800,5,40,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,02,02,1,3,250192006,12.31437,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,176000,000,KILOGRAMO,12,1,176000,000,4,00,704000,4,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,03,03,1,3,250192006,24.43939,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,53667,000,KILOGRAMO,12,1,51613,000,4,00,206452,4,2054,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,04,04,1,3,250192006,1.055908,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,37333,000,KILOGRAMO,12,1,37333,000,4,00,149332,4,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,05,05,1,3,250192006,10.2614,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,71730,000,KILOGRAMO,12,1,71630,000,4,00,286520,4,100,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10140,06,06,1,3,250192006,49.52428,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,21000,000,KILOGRAMO,12,1,20933,000,4,00,83732,4,67,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10151,02,02,1,3,250191006,6.066831,1,,1,1,1,CAÑA DE AZUCAR PARA ALCOHOL,2807,AGUARDIENTE (CAÑAZO),4103,9000,000,LITRO,14,1,9000,000,10,00,90000,10,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10155,02,02,1,3,250191005,13.2996,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,1800,000,KILOGRAMO,12,1,1800,000,4,60,8280,4.6,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10155,04,04,1,3,250191005,5.449416,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,10600,000,KILOGRAMO,12,1,10600,000,5,00,53000,5,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10155,07,07,1,3,250191005,5.491365,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,4000,000,KILOGRAMO,12,1,4000,000,4,00,16000,4,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10155,14,14,1,3,250191005,12.39325,1,,1,0,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,1920,000,KILOGRAMO,12,1,1920,000,5,60,10752,5.6,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10159,01,01,1,3,250191005,90.7209,1,,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,15000,000,KILOGRAMO,12,1,14800,000,10,00,148000,10,200,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10164,04,04,1,3,250191005,5.123854,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,3375,000,KILOGRAMO,12,1,3375,000,5,00,16875,5,0,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10170,05,05,1,3,250191006,6.175428,1,,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,22500,000,KILOGRAMO,12,1,21700,000,10,00,217000,10,800,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10174,09,09,1,3,250192006,.685622,1,,1,1,1,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,4500,000,KILOGRAMO,12,1,4400,000,3,00,13200,3,100,000,0,000, 
2024,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10177,09,09,1,3,250192006,1.302139,1,,1,1,1,AGUAJE,1102,AGUAJINA,4102,1200,000,LITRO,14,1,0,000,, ,,,900,000,300,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,09,09,1,2,230431003,1.695291,1,,1,0,1,MAIZ AMILACEO,2108,CHICHA,4107,800,000,LITRO,14,1,0,000,, ,,,800,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,02,02,1,2,230431003,38.76231,1,,1,1,1,PAPA NATIVA,2615,CHUÑO,4109,40,000,KILOGRAMO,12,1,0,000,, ,,,40,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,03,03,1,2,230431003,25.72741,1,,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,48,000,KILOGRAMO,12,1,0,000,, ,,,48,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,03,03,1,2,230431003,25.72741,1,,1,1,2,MAIZ AMILACEO,2108,CHICHA,4107,500,000,LITRO,14,1,0,000,, ,,,500,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,04,04,1,2,230431003,28.88619,1,,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,300,000,KILOGRAMO,12,1,0,000,, ,,,180,000,120,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,05,05,1,2,230431003,32.34127,1,,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,300,000,KILOGRAMO,12,1,0,000,, ,,,300,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,06,06,1,2,230431003,6.393905,1,,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,198,000,KILOGRAMO,12,1,0,000,, ,,,198,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,05,05,1,2,230431003,67.49685,1,,1,1,1,PAPA BLANCA,2612,CHUÑO,4109,1,000,SACO,19,30,0,000,, ,,,1,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,01,01,1,2,230431003,2.738852,1,,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,15,000,KILOGRAMO,12,1,0,000,, ,,,15,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,01,01,1,2,230431003,2.738852,1,,1,1,2,MAIZ AMILACEO,2108,JORA,4121,10,000,LITRO,14,1,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10361,01,01,1,2,230441002,.1269478,1,,1,1,1,PAPA BLANCA,2612,CHUÑO,4109,1,000,SACO,19,50,0,000,, ,,,1,000,0,000, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10382,02,02,1,1,230321004,6.97344,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,15,000,KILOGRAMO,12,1,15,000,5,00,75,5,0,000,0,000, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10382,04,04,1,1,230321004,1.011481,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,25,000,KILOGRAMO,12,1,25,000,5,00,125,5,0,000,0,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10410,02,02,1,2,230231003,3.336419,1,,1,1,1,PAPA COLOR,2613,CHUÑO,4109,20,000,KILOGRAMO,12,1,0,000,, ,,,10,000,10,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10410,06,06,1,2,230231003,13.34216,1,,1,0,1,PAPA COLOR,2613,CHUÑO,4109,14,000,SACO,19,40,0,000,, ,,,14,000,0,000, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10412,01,01,1,2,230241002,10.92014,1,,1,1,1,PAPA COLOR,2613,CHUÑO,4109,40,000,KILOGRAMO,12,1,0,000,, ,,,40,000,0,000, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,01,01,1,2,230241004,.0752629,1,,1,1,1,PAPA COLOR,2613,CHUÑO,4109,39,000,KILOGRAMO,12,1,0,000,, ,,,39,000,0,000, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,05,05,1,2,230241004,7.776322,1,,1,1,1,PAPA COLOR,2613,CHUÑO,4109,0,250,SACO,19,80,0,000,, ,,,0,250,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10416,02,02,1,2,230232003,3.821596,1,,1,1,1,PAPA BLANCA,2612,CHUÑO,4109,0,250,SACO,19,50,0,000,, ,,,0,250,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10421,01,01,1,2,230231002,.4373036,1,,1,1,1,PAPA BLANCA,2612,CHUÑO,4109,2,000,SACO,19,35,0,000,, ,,,2,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10422,02,02,1,2,230242003,10.57807,1,,1,1,1,PAPA BLANCA,2612,CHUÑO,4109,320,000,KILOGRAMO,12,1,0,000,, ,,,20,000,300,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10423,01,01,1,2,230241003,.0656611,1,,1,0,1,PAPA HUAYRO,2614,CHUÑO,4109,16,000,KILOGRAMO,12,1,0,000,, ,,,16,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10427,04,04,1,2,230241003,.0004165,1,,1,1,1,PAPA NATIVA,2615,CHUÑO,4109,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10431,11,11,1,1,230111004,11.62026,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,32,000,KILOGRAMO,12,1,32,000,8,00,256,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10436,02,02,1,1,230111003,28.76754,1,,1,0,1,VID,1192,VINO,4139,36,000,LITRO,14,1,34,000,15,00,510,15,1,000,1,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10449,11,11,1,1,230111004,.2326514,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,22,000,KILOGRAMO,12,1,22,000,8,00,176,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10449,16,16,1,1,230111004,.0938265,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,25,000,KILOGRAMO,12,1,25,000,8,00,200,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10456,07,07,1,1,230111004,48.22015,1,,1,1,1,OLIVO,1218,ACEITE,4101,180,000,LITRO,14,1,0,000,, ,,,180,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10456,10,10,1,1,230111004,4.403407,1,,1,0,1,OLIVO,1218,ACEITE,4101,33,000,LITRO,14,1,0,000,, ,,,33,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10460,04,04,1,1,230111004,1.435105,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,1,000,KILOGRAMO,12,1,0,000,, ,,,1,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10460,09,09,1,1,230111004,16.5815,1,,1,0,1,HIGUERA,1136,FRUTAS SECAS,4110,57,000,KILOGRAMO,12,1,57,000,8,00,456,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10467,03,03,1,1,230111003,23.36387,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,2,000,SACO,19,30,2,000,240,00,480,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10467,03,03,1,1,230111003,23.36387,1,,1,1,2,OLIVO,1218,ACEITE,4101,20,000,LITRO,14,1,14,500,35,00,508,35,2,500,3,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10474,01,01,1,1,230111004,3.119093,1,,1,0,1,HIGUERA,1136,FRUTAS SECAS,4110,70,000,KILOGRAMO,12,1,70,000,10,00,700,10,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10484,09,09,1,1,230111004,1.305272,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,70,000,KILOGRAMO,12,1,70,000,8,00,560,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10486,02,02,1,1,230112003,12.45749,1,,1,0,1,HIGUERA,1136,FRUTAS SECAS,4110,36,000,KILOGRAMO,12,1,36,000,8,00,288,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10490,02,02,1,1,230111004,12.4192,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,12,000,KILOGRAMO,12,1,12,000,8,00,96,8,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10498,10,10,1,1,230111004,2.38734,1,,1,0,1,HIGUERA,1136,FRUTAS SECAS,4110,20,000,KILOGRAMO,12,1,20,000,5,00,100,5,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10499,01,01,1,1,230111003,8.831271,1,,1,1,1,MORINGA,1155,ACEITE,4101,100,000,LITRO,14,1,100,000,30,00,3000,30,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10501,01,01,1,1,230111004,7.775942,1,,1,1,1,HIGUERA,1136,FRUTAS SECAS,4110,25,000,KILOGRAMO,12,1,25,000,10,00,250,10,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10501,06,06,1,1,230111004,.1789576,1,,1,0,1,HIGUERA,1136,FRUTAS SECAS,4110,10,000,KILOGRAMO,12,1,10,000,6,00,60,6,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10505,04,04,1,1,230111004,5.804111,1,,1,0,1,VID,1192,VINO,4139,96,000,LITRO,14,1,0,000,, ,,,96,000,0,000, 
2024,23,TACNA,01,TACNA,06,PACHIA,10542,02,02,1,2,230142003,5.008832,1,,1,1,1,PAPA AMARILLA,2611,CHUÑO,4109,0,250,SACO,19,35,0,000,, ,,,0,100,0,150, 
2024,23,TACNA,01,TACNA,03,CALANA,10556,05,05,1,1,230121004,5.26863,1,,1,0,1,VID,1192,VINO,4139,200,000,LITRO,14,1,170,000,12,00,2040,12,20,000,10,000, 
2024,23,TACNA,01,TACNA,03,CALANA,10558,02,02,1,1,230123002,109.6994,1,,1,0,1,VID,1192,VINO,4139,525,000,LITRO,14,1,510,000,12,00,6120,12,15,000,0,000, 
2024,23,TACNA,01,TACNA,03,CALANA,10559,01,01,1,1,230122003,1.16582,1,,1,0,1,VID,1192,VINO,4139,45,000,LITRO,14,1,30,000,15,00,450,15,10,000,5,000, 
2024,23,TACNA,01,TACNA,03,CALANA,10559,12,12,1,1,230122003,3.315917,1,,1,0,1,VID,1192,VINO,4139,60,000,LITRO,14,1,0,000,, ,,,30,000,30,000, 
2024,22,SAN MARTIN,10,TOCACHE,02,NUEVO PROGRESO,10588,02,02,1,3,221081002,6.434434,1,,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,90,000,KILOGRAMO,12,1,0,000,, ,,,90,000,0,000, 
2024,22,SAN MARTIN,10,TOCACHE,02,NUEVO PROGRESO,10588,02,02,1,3,221081002,6.434434,1,,1,1,2,CACAO,1202,TABLETAS DE CHOCOLATE,4135,2,000,KILOGRAMO,12,1,0,000,, ,,,2,000,0,000, 
2024,22,SAN MARTIN,09,SAN MARTIN,14,SHAPAJA,10610,02,02,1,3,220982003,.1684606,1,,1,1,1,YUCA,2620,MASATO,4123,1600,000,LITRO,14,1,0,000,, ,,,1600,000,0,000, 
2024,22,SAN MARTIN,09,SAN MARTIN,14,SHAPAJA,10610,03,03,1,3,220982003,.938918,1,,1,0,1,YUCA,2620,MASATO,4123,1200,000,LITRO,14,1,0,000,, ,,,1200,000,0,000, 
2024,22,SAN MARTIN,09,SAN MARTIN,14,SHAPAJA,10610,04,04,1,3,220982003,.2716436,1,,1,1,1,YUCA,2620,MASATO,4123,800,000,LITRO,14,1,0,000,, ,,,800,000,0,000, 
2024,22,SAN MARTIN,09,SAN MARTIN,04,CHAZUTA,10629,02,02,1,3,220983003,.946902,1,,1,1,1,YUCA,2620,MASATO,4123,2400,000,LITRO,14,1,0,000,, ,,,2400,000,0,000, 
2024,22,SAN MARTIN,08,RIOJA,01,RIOJA,10653,01,01,1,3,220881005,15.23268,1,,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,5,000,KILOGRAMO,12,1,0,000,, ,,,5,000,0,000, 
2024,22,SAN MARTIN,07,PICOTA,10,TRES UNIDOS,10660,01,01,1,3,220791005,3.309259,1,,1,1,1,CAÑA DE AZUCAR PARA ALCOHOL,2807,AGUARDIENTE (CAÑAZO),4103,14400,000,LITRO,14,1,14400,000,5,00,72000,5,0,000,0,000, 
2024,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,10668,02,02,1,3,220781003,.0755852,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,3,000,KILOGRAMO,12,1,0,000,, ,,,2,500,0,500, 
2024,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,10668,03,03,1,3,220781003,75.96601,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,20,000,KILOGRAMO,12,1,0,000,, ,,,10,000,10,000, 
2024,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,10668,05,05,1,3,220781003,71.25984,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,1,000,KILOGRAMO,12,1,0,000,, ,,,0,500,0,500, 
2024,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,10670,03,03,1,3,220783003,7.653865,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,2,000,KILOGRAMO,12,1,0,000,, ,,,1,500,0,500, 
2024,22,SAN MARTIN,07,PICOTA,08,SHAMBOYACU,10670,03,03,1,3,220783003,7.653865,1,,1,1,2,YUCA,2620,MASATO,4123,10000,000,LITRO,14,1,0,000,, ,,,5000,000,5000,000, 
2024,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,10676,01,01,1,3,220781005,14.939,1,,1,1,1,YUCA,2620,MASATO,4123,3000,000,LITRO,14,1,0,000,, ,,,1500,000,1500,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,05,PAJARILLO,10684,01,01,1,3,220681005,28.86554,1,,1,1,1,YUCA,2620,MASATO,4123,200,000,LITRO,14,1,0,000,, ,,,200,000,0,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,05,PAJARILLO,10684,03,03,1,3,220681005,61.71455,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,9,000,KILOGRAMO,12,1,0,000,, ,,,6,000,3,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,03,HUICUNGO,10691,01,01,1,2,220632004,.0929212,1,,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,24,000,ARROBA,01,11.5,0,000,, ,,,24,000,0,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,03,HUICUNGO,10694,01,01,1,2,220631004,2.195232,1,,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,500,ARROBA,01,11.5,0,000,, ,,,2,500,0,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,01,01,1,3,220691005,82.04974,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,35,000,KILOGRAMO,12,1,0,000,, ,,,17,500,17,500, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,01,01,1,3,220691005,82.04974,1,,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,198,000,KILOGRAMO,12,1,0,000,, ,,,99,000,99,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,03,03,1,3,220691005,15.46051,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,60,000,KILOGRAMO,12,1,0,000,, ,,,43,750,16,250, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,04,04,1,3,220691005,22.97264,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,50,000,KILOGRAMO,12,1,0,000,, ,,,28,000,22,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,05,05,1,3,220691005,67.66206,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,25,000,KILOGRAMO,12,1,0,000,, ,,,10,000,15,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,06,06,1,3,220691005,24.05333,1,,1,1,1,YUCA,2620,MASATO,4123,1000,000,LITRO,14,1,0,000,, ,,,500,000,500,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,08,08,1,3,220691005,13.87189,1,,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,5,000,KILOGRAMO,12,1,0,000,, ,,,4,000,1,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,02,CAMPANILLA,10710,10,10,1,3,220691005,6.639249,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,40,000,KILOGRAMO,12,1,0,000,, ,,,20,000,20,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,01,JUANJUI,10712,03,03,1,3,220693004,170.2183,1,,1,1,1,MAIZ AMILACEO,2108,CHICHA,4107,8000,000,LITRO,14,1,0,000,, ,,,4000,000,4000,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,01,JUANJUI,10712,03,03,1,3,220693004,170.2183,1,,1,1,2,YUCA,2620,MASATO,4123,7000,000,LITRO,14,1,0,000,, ,,,3500,000,3500,000, 
2024,22,SAN MARTIN,06,MARISCAL CACERES,01,JUANJUI,10712,03,03,1,3,220693004,170.2183,1,,1,1,3,YUCA,2620,HARINA DE YUCA (FARIÑA),4119,225,000,KILOGRAMO,12,1,0,000,, ,,,105,000,120,000, 
2024,22,SAN MARTIN,05,LAMAS,11,ZAPATERO,10716,04,04,1,3,220581004,24.99211,1,,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,10,000,KILOGRAMO,12,1,0,000,, ,,,10,000,0,000, 
2024,22,SAN MARTIN,05,LAMAS,05,CUÑUMBUQUI,10733,01,01,1,3,220592004,38.88582,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,6,000,KILOGRAMO,12,1,0,000,, ,,,6,000,0,000, 
2024,22,SAN MARTIN,05,LAMAS,03,BARRANQUITA,10739,04,04,1,3,220591005,198.0092,1,,1,1,1,YUCA,2620,MASATO,4123,400,000,LITRO,14,1,0,000,, ,,,400,000,0,000, 
2024,22,SAN MARTIN,05,LAMAS,03,BARRANQUITA,10742,01,01,1,3,220592005,.9364607,1,,1,1,1,YUCA,2620,MASATO,4123,900,000,LITRO,14,1,0,000,, ,,,900,000,0,000, 
2024,22,SAN MARTIN,05,LAMAS,02,ALONSO DE ALVARADO,10747,03,03,1,3,220571004,112.3877,1,,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,AGUARDIENTE (CAÑAZO),4103,200,000,LATA,13,18,100,000,135,00,13500,7.5,10,000,90,000, 
2024,22,SAN MARTIN,05,LAMAS,02,ALONSO DE ALVARADO,10747,03,03,1,3,220571004,112.3877,1,,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,9360,000,ATADO,02,2.5,9240,000,10,00,92400,4,108,000,12,000, 
2024,22,SAN MARTIN,05,LAMAS,02,ALONSO DE ALVARADO,10747,07,07,1,3,220571004,18.53386,1,,1,1,1,CAÑA DE AZUCAR PARA FRUTA,2811,AGUARDIENTE (CAÑAZO),4103,50,000,LITRO,14,1,37,000,5,00,185,5,3,000,10,000, 
2024,22,SAN MARTIN,04,HUALLAGA,01,SAPOSOA,10773,01,01,1,3,220492004,43.71668,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,12,000,KILOGRAMO,12,1,0,000,, ,,,10,000,2,000, 
2024,22,SAN MARTIN,04,HUALLAGA,01,SAPOSOA,10773,01,01,1,3,220492004,43.71668,1,,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,90,000,KILOGRAMO,12,1,0,000,, ,,,80,000,10,000, 
2024,22,SAN MARTIN,04,HUALLAGA,01,SAPOSOA,10773,01,01,1,3,220492004,43.71668,1,,1,1,3,YUCA,2620,MASATO,4123,250,000,LITRO,14,1,0,000,, ,,,200,000,50,000, 
2024,22,SAN MARTIN,04,HUALLAGA,01,SAPOSOA,10779,01,01,1,3,220482004,53.15227,1,,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,12,000,KILOGRAMO,12,1,0,000,, ,,,12,000,0,000, 
2024,22,SAN MARTIN,03,EL DORADO,04,SANTA ROSA,10784,03,03,1,3,220383003,1.514532,1,,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,1,000,KILOGRAMO,12,1,0,000,, ,,,0,000,1,000, 
2024,22,SAN MARTIN,03,EL DORADO,04,SANTA ROSA,10788,01,01,1,3,220392004,2.599828,1,,1,1,1,CACAO,1202,CACAO EN POLVO,8888,0,500,KILOGRAMO,12,1,0,000,, ,,,0,500,0,000, 
