"model","term","estimate","std_error","z_value","p_value","odds_ratio"
"controls_ena","(Intercept)",-0.318782508867315,0.659863555334228,-0.48310367543461,0.629048851973467,0.727033655485601
"controls_ena","diversificacion_area",1.63278353631048,0.394452664375639,4.13936495750367,3.55521853050142e-05,5.11810133009909
"controls_ena","size_catmediano_2_5ha",0.284858971211554,0.396177511925995,0.719018527393763,0.472171961495272,1.329574506617
"controls_ena","size_catpequeno_<2ha",0.88506546696344,0.539095582908102,1.6417598196391,0.100719254527016,2.4231430221086
"controls_ena","log_area",0.0903486971771434,0.209767007832577,0.430709757986605,0.666702881508891,1.09455588571715
"controls_ena","region_natural2",0.763154866275228,0.279413719247045,2.73127199455973,0.00633701461975676,2.14503284855683
"controls_ena","region_natural3",-1.71910152978498,0.235593126827293,-7.29690867019735,3.53992611814007e-13,0.179227105809021
"controls_ena","nivel_educacion",0.0530330663198143,0.0434799415235576,1.21971337728412,0.222646241262709,1.05446451180368
"controls_ena","credito_obtenido",0.689916913832353,0.191766824003204,3.59768649983392,0.000324986875469312,1.99354988994148
"controls_ena","capacitacion_recibida",1.00892989027788,0.189038835379854,5.3371567183565,9.97095259253725e-08,2.74266449215873
"controls_ena","asistencia_tecnica_recibida",0.000867207654944016,0.218847040647879,0.00396261997592801,0.996838494724948,1.00086758378822
"controls_ena","usuario_agua",3.8661641544962,0.370732628716743,10.4284431825668,3.88219631092918e-25,47.7588387493877
"controls_ena","asociacion_miembro",0.435418323945987,0.249602449497359,1.74444731941861,0.0811587602695365,1.54560948919376
"controls_ena","diversificacion_area:size_catmediano_2_5ha",0.320077135704126,0.510471678011367,0.627022319731906,0.53068077935383,1.37723399415273
"controls_ena","diversificacion_area:size_catpequeno_<2ha",0.166380884603444,0.624019868313847,0.266627543531616,0.789769839358154,1.18102284948652
