"model","term","estimate","std_error","z_value","p_value","odds_ratio"
"temp_topo","(Intercept)",9.84169480158492,1.42309415765797,6.91570178165985,5.40606426695195e-12,18801.5539362351
"temp_topo","diversificacion_area",1.60216521475246,0.44460885012515,3.60353873815486,0.000317780600477106,4.96376842194565
"temp_topo","size_catmediano_2_5ha",0.436522563942843,0.413450397267636,1.05580395333439,0.291122312936613,1.54731715567454
"temp_topo","size_catpequeno_<2ha",1.16533972379138,0.522911041252209,2.22856209155721,0.0258990785801307,3.20701219650192
"temp_topo","log_area",0.532386524073936,0.204657156996303,2.60135795829292,0.0093201685853189,1.70299169345619
"temp_topo","region_natural2",-0.0255544797935909,0.424416736949026,-0.0602108200946374,0.951990771838151,0.974769272290381
"temp_topo","region_natural3",-1.57139810647876,0.282974303372957,-5.55314771605843,2.99014269033089e-08,0.207754516278103
"temp_topo","tmean_2024",-0.357518651417185,0.0607644919310176,-5.88367712879184,4.34520617202982e-09,0.699409653839838
"temp_topo","delta_tmean_24_23",0.00684552180615427,0.157802391855415,0.0433803425009325,0.965400538349882,1.00686900594704
"temp_topo","elev_m",-0.00112195303672221,0.00030317470655729,-3.70068152934849,0.000217948933814005,0.99887867611727
"temp_topo","slope_deg",0.110826186549851,0.0711771884274301,1.55704642173167,0.119539515871324,1.11720070546841
"temp_topo","ruggedness",-0.105616190495503,0.0476924208176368,-2.21452777369703,0.0268493264390588,0.899769922059914
"temp_topo","prcp_total_z",0.788525353943942,0.117785444354378,6.69459081524138,2.46710901653329e-11,2.20014959096083
"temp_topo","diversificacion_area:size_catmediano_2_5ha",0.335992565294605,0.548072122443304,0.613044436189804,0.539882226159755,1.39932862117621
"temp_topo","diversificacion_area:size_catpequeno_<2ha",0.140489489274729,0.59115655753029,0.237651917220813,0.812163395934973,1.15083698336991
"controls_temp_topo","(Intercept)",7.35909295752357,1.74701017968001,4.21239271706563,2.58321691193879e-05,1570.41148682911
"controls_temp_topo","diversificacion_area",1.39433814522933,0.436590953382738,3.1936945427428,0.00141569399451348,4.03230488903064
"controls_temp_topo","size_catmediano_2_5ha",0.317353555290295,0.419751542534098,0.756050956654948,0.449663764124743,1.37348809007205
"controls_temp_topo","size_catpequeno_<2ha",1.08735617310278,0.527921216139207,2.05969402225361,0.0394932343347132,2.96642099243685
"controls_temp_topo","log_area",0.407402601115899,0.202358317170754,2.01327332037519,0.0441536457129048,1.50290905674013
"controls_temp_topo","region_natural2",0.325001840736834,0.379914085163663,0.855461414642806,0.392347681960813,1.38403319361929
"controls_temp_topo","region_natural3",-1.01665152435863,0.279823046726613,-3.63319439285464,0.000283495493399379,0.361804407352269
"controls_temp_topo","tmean_2024",-0.306563678192815,0.0703049741970437,-4.36048347494743,1.33085158997838e-05,0.735971651342458
"controls_temp_topo","delta_tmean_24_23",-0.0197719958686884,0.156832790176737,-0.126070548425537,0.899682501485224,0.980422188133959
"controls_temp_topo","elev_m",-0.000883568303922213,0.000327819419198353,-2.69528969968553,0.00706255586586849,0.999116821927611
"controls_temp_topo","slope_deg",0.108106914335851,0.0758308899830172,1.42563161740633,0.154053781632358,1.11416685942866
"controls_temp_topo","ruggedness",-0.0904561365040253,0.0495498053316673,-1.82555987654335,0.067992110696101,0.913514402957499
"controls_temp_topo","prcp_total_z",0.673659527391087,0.0970230899043448,6.94329079866709,4.45971030958066e-12,1.96140200732722
"controls_temp_topo","nivel_educacion",0.041421293012465,0.0491047982552374,0.843528422561986,0.398984093795739,1.04229112302857
"controls_temp_topo","credito_obtenido",0.682549016940321,0.200299048871638,3.40764981554023,0.000661805664090227,1.97891559808294
"controls_temp_topo","capacitacion_recibida",0.90689715649881,0.209773513197085,4.323220518535,1.57561955390643e-05,2.47662601607654
"controls_temp_topo","asistencia_tecnica_recibida",0.0184869337252108,0.234100887462618,0.0789699429403609,0.937060533632392,1.01865887500584
"controls_temp_topo","usuario_agua",3.66425796761857,0.367120284654916,9.98108282429254,3.46532390934535e-23,39.0271659951033
"controls_temp_topo","asociacion_miembro",0.396506645377376,0.264165939150179,1.50097566193786,0.133441844144204,1.48662231710828
"controls_temp_topo","diversificacion_area:size_catmediano_2_5ha",0.49641490049482,0.552921636338853,0.897803355610769,0.369345155841912,1.6428210236943
"controls_temp_topo","diversificacion_area:size_catpequeno_<2ha",0.259177924736524,0.594654904068874,0.435845938481498,0.662972345977428,1.2958643506407
