"model","term","estimate","std_error","z_value","p_value","component","inference_note","n_total","n_valid","share_dropped","gamma","gamma_near_boundary","cov_singular","cov_rank","cov_cond","cov_rcond","input_cost_var","ineffDecrease","truncNorm","timeEffect"
"alt_shannon","(Intercept)",7.95240784403218,0.0517558155904765,153.652449551882,0,"frontier","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","log_land",0.889865297944416,0.00625530508880688,142.257697316271,0,"frontier","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","log_labor",0.297469309918759,0.00856272899957773,34.7400122009501,0,"frontier","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","log_inputs",0.108896030551754,0.00697951953934884,15.6022244708715,0,"frontier","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_(Intercept)",-59.8315692727838,8.66186917918718,-6.90746627951247,4.9338311214342e-12,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_diversif_alt",12.8348698842816,1.62354565764304,7.90545669218474,2.66453525910038e-15,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_size_mediano",-0.73288659164398,0.601284709347671,-1.21886783457221,0.22289435976823,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_size_grande",33.3476755909351,4.37159206887139,7.62826793204071,2.37587727269783e-14,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_diversif_alt_med",4.98643039490974,0.868962570207386,5.73837189986178,9.55910262057102e-09,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","Z_diversif_alt_gra",-11.9381665218172,1.71429535302432,-6.96389131590196,3.31001892561744e-12,"inefficiency","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","sigmaSq",46.8306590483694,6.99650731845752,6.69343386875695,2.17994511331199e-11,"variance","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_shannon","gamma",0.988709955163468,0.00180272355336267,548.453451622796,0,"variance","",31824,26594,0.164341377576672,0.988709955163468,FALSE,FALSE,12,8358075418.41005,1.19644768674536e-10,"costo_total_agropecuario",TRUE,FALSE,FALSE
"alt_num_crops","(Intercept)",7.99664086262133,0.05328991621455,150.059174993373,0,"frontier","",31824,26594,0.164341377576672,0.989347268819477,FALSE,FALSE,12,12565849284.5307,7.95807730426192e-11,"costo_total_agropecuario",TRUE,FALSE,FALSE
