"model","term","estimate","std_error","z_value","p_value","component","inference_note","n_total","n_valid","share_dropped","gamma","gamma_near_boundary","cov_singular","cov_rank","cov_cond","cov_rcond","input_cost_var","ineffDecrease","truncNorm","timeEffect"
"temp_topo","(Intercept)",7.08048844526924,0.0704327967044253,100.528287624058,0,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","log_land",0.862523414508139,0.00635790020644536,135.661678620522,0,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","log_labor",0.289729673311678,0.0079005279890115,36.6721912402121,0,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","log_inputs",0.0460842020502335,0.0069479093052403,6.63281571846017,3.29343219362954e-11,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","log_surface_km2",0.00766218657275937,0.00594986739001651,1.28779115070968,0.197818673553613,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","tmean_2024",0.0539777141463587,0.0017966263902222,30.0439281311474,0,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","delta_tmean_24_23",-0.399500823229742,0.0150341706233961,-26.5728541492034,0,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","slope_deg",0.0155774397294689,0.00544095905182723,2.86299521483029,0.00419656901066823,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","ruggedness",-0.00749428729750162,0.00390124009215611,-1.92100130227046,0.0547315433108175,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","prcp_total_z",-0.00654366845121646,0.00866323753071896,-0.755337531495965,0.450046484719959,"frontier","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_(Intercept)",-35.698325359513,3.7461034249981,-9.52945535921264,0,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_diversificacion_area",0.273433189333513,0.246436363448995,1.10954887300999,0.267193473143497,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_size_mediano",4.09955747355154,0.763052002862787,5.37257940241423,7.76182320638696e-08,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_size_grande",17.5009082604499,1.64882188539897,10.6141896923057,0,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_diversif_mediano",2.53147103612905,0.341521809665032,7.41232613698065,1.24122934153093e-13,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_diversif_grande",-7.96995305804839,0.845918959346001,-9.42165082126796,0,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_region_natural2",21.1297231484773,2.03816575183314,10.367028849088,0,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
"temp_topo","Z_region_natural3",14.7164493034091,1.61340001308069,9.1213891062942,0,"inefficiency","",31792,26546,0.165010065425264,0.969875854090766,FALSE,FALSE,20,658239108.424341,1.5192047801501e-09,"costo_total_agropecuario",TRUE,FALSE,FALSE
