"model","term","estimate","std_error","p_value"
"main_area","Z_diversificacion_area",1.92937852869688,0.200791530039473,0
"main_area","Z_diversif_mediano",-0.199521795403742,0.242915799056814,0.41144012790545
"main_area","Z_diversif_grande",-5.54253931652772,0.28924203791928,0
"xgeo_prcp","Z_diversificacion_area",1.9267513825361,0.185106469319583,0
"xgeo_prcp","Z_diversif_mediano",-0.208086557715046,0.281648633644887,0.460018646829592
"xgeo_prcp","Z_diversif_grande",-5.67051084395638,0.363747275764762,0
"zgeo_prcp","Z_diversificacion_area",2.10015260779993,0.198608265619119,0
"zgeo_prcp","Z_diversif_mediano",-0.146979326773179,0.280870060120825,0.600765440767159
"zgeo_prcp","Z_diversif_grande",-5.5938432499945,0.350757207018556,0
