ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P105,P105_SUP_1,P105_SUP_2,P105_EQUIV_1,P105_EQUIV_2,P105_SUP_ha,P108,P109_MES,P109_ANIO,P111_1,P111_2,P111_3,P111_4,P111_5,P112,P113_SUP_1,P113_SUP_2,P114,P140,P141_1,P141_2,P141_3,P141_4,P141_5,P141_6,P141_7,P141_8,P1201,OMICAP100A_03
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10944,03,03,1,2,211143003,15.04123,1,,5,4,000,4,0000,4,2,1,2000,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10944,03,03,1,2,211143003,15.04123,1,,3,2,000,2,0000,2,2,1,2000,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10945,01,01,1,2,211143002,142.8193,1,,1,8,600,8,6000,8.6,1,12,2017,1,0,0,0,0,2,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10945,01,01,1,2,211143002,142.8193,1,,2,1,400,1,4000,1.4,2,12,2017,1,0,0,0,0,2,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10945,02,02,1,2,211143002,118.0053,1,,1,26,400,26,4000,26.4,2,1,2018,1,0,1,0,0,2,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,02,CABANA,10945,02,02,1,2,211143002,118.0053,1,,2,5,600,5,6000,5.6,1,1,2018,1,0,0,0,0,2,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,01,01,1,2,211141004,.0297126,1,,4,1,000,1,0000,1,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,01,01,1,2,211141004,.0297126,1,,2,3,000,3,0000,3,2,1,2004,1,0,0,0,0,3,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,01,01,1,2,211141004,.0297126,1,,3,9,000,9,0000,9,2,1,2004,1,0,0,0,0,3,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,01,01,1,2,211141004,.0297126,1,,5,3,000,3,0000,3,1,1,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,01,01,1,2,211141004,.0297126,1,,1,10,900,10,9000,10.9,2,1,2004,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,02,02,1,2,211141004,.4791612,1,,2,0,750,0,7500,.75,2,1,2022,1,0,0,0,0,3,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,02,02,1,2,211141004,.4791612,1,,1,3,300,3,3000,3.3,2,1,2022,1,0,0,0,0,3,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,02,02,1,2,211141004,.4791612,1,,3,9,000,9,0000,9,1,1,2022,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,7,2,000,2,0000,2,1,1,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,4,10,130,10,1300,10.13,2,1,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,3,2,500,2,5000,2.5,2,1,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,6,8,000,8,0000,8,2,1,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,2,0,790,0,7900,.79,2,1,2004,1,0,0,0,0,3,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,8,0,010,0,0100,.01,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,1,3,400,3,4000,3.4,2,1,2004,1,0,0,0,0,3,, ,1,4,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,03,03,1,2,211141004,2.08811,1,,5,2,500,2,5000,2.5,2,1,2004,1,0,0,0,0,3,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,5,4,000,4,0000,4,1,1,2016,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,6,0,010,0,0100,.01,2,1,2016,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,1,3,500,3,5000,3.5,2,1,2016,1,0,0,0,1,3,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,3,2,700,2,7000,2.7,2,1,2016,1,0,0,0,0,4,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,2,0,710,0,7100,.71,2,1,2016,1,0,0,0,1,3,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10946,04,04,1,2,211141004,.8403986,1,,4,9,000,9,0000,9,2,1,2016,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,01,01,1,2,211142003,1.879422,1,,5,0,800,0,8000,.8,2,4,1983,1,0,0,0,0,4,, ,2,8,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,01,01,1,2,211142003,1.879422,1,,4,0,500,0,5000,.5,2,10,2021,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,01,01,1,2,211142003,1.879422,1,,3,2,000,2,0000,2,2,4,1983,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,01,01,1,2,211142003,1.879422,1,,2,2,000,2,0000,2,2,4,1983,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,01,01,1,2,211142003,1.879422,1,,1,12,500,12,5000,12.5,1,4,2004,1,0,0,0,0,4,, ,1,8,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,02,02,1,2,211142003,98.57524,1,,3,2,500,2,5000,2.5,2,4,2004,0,0,0,0,1,,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,02,02,1,2,211142003,98.57524,1,,1,12,400,12,4000,12.4,1,4,2004,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,02,02,1,2,211142003,98.57524,1,,2,1,500,1,5000,1.5,2,4,2004,0,0,0,0,1,,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,03,03,1,2,211142003,36.3159,1,,2,5,000,5,0000,5,2,12,2023,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,03,03,1,2,211142003,36.3159,1,,1,9,650,9,6500,9.65,1,4,1994,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,04,04,1,2,211142003,6.423462,1,,1,9,000,9,0000,9,1,4,2019,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10947,04,04,1,2,211142003,6.423462,1,,2,0,020,0,0200,.02,2,2,2019,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,01,01,1,2,211142003,35.10098,1,,4,2,500,2,5000,2.5,2,4,1999,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,01,01,1,2,211142003,35.10098,1,,1,11,500,11,5000,11.5,1,4,1999,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,01,01,1,2,211142003,35.10098,1,,3,0,500,0,5000,.5,2,4,1999,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,01,01,1,2,211142003,35.10098,1,,2,2,000,2,0000,2,2,4,1999,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,02,02,1,2,211142003,29.45645,1,,1,14,600,14,6000,14.6,1,4,1989,1,0,0,0,0,4,, ,1,6,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,02,02,1,2,211142003,29.45645,1,,2,3,500,3,5000,3.5,2,4,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,03,03,1,2,211142003,30.50913,1,,2,1,500,1,5000,1.5,2,4,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,03,03,1,2,211142003,30.50913,1,,1,13,100,13,1000,13.1,1,4,1989,1,0,0,0,0,4,, ,1,8,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10948,03,03,1,2,211142003,30.50913,1,,3,0,500,0,5000,.5,2,4,1989,1,0,0,0,0,4,, ,2,8,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,01,01,1,2,211142002,1.356173,1,,2,2,700,2,7000,2.7,2,1,1984,1,0,0,0,0,4,, ,2,8,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,01,01,1,2,211142002,1.356173,1,,4,3,000,3,0000,3,2,1,1984,1,0,0,0,0,4,, ,2,8,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,01,01,1,2,211142002,1.356173,1,,1,2,300,2,3000,2.3,1,1,1984,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,01,01,1,2,211142002,1.356173,1,,5,0,020,0,0200,.02,2,1,1984,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,01,01,1,2,211142002,1.356173,1,,3,1,500,1,5000,1.5,2,1,1984,1,0,0,0,0,4,, ,2,8,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,1,8,900,8,9000,8.9,2,1,1994,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,2,3,000,3,0000,3,2,1,1994,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,4,1,750,1,7500,1.75,2,1,1994,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,3,0,250,0,2500,.25,1,1,1994,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,6,16,000,16,0000,16,2,1,1994,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,02,02,1,2,211142002,168.1555,1,,5,2,000,2,0000,2,2,1,1994,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,03,03,1,2,211142002,35.44855,1,,4,10,000,10,0000,10,2,1,2004,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,03,03,1,2,211142002,35.44855,1,,3,0,500,0,5000,.5,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,03,03,1,2,211142002,35.44855,1,,1,4,280,4,2800,4.28,1,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10949,03,03,1,2,211142002,35.44855,1,,2,0,750,0,7500,.75,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,01,01,1,2,211142004,141.212,1,,2,1,000,1,0000,1,2,4,1985,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,01,01,1,2,211142004,141.212,1,,1,0,500,0,5000,.5,1,9,1985,1,0,0,0,0,4,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,02,02,1,2,211142004,43.30386,1,,1,0,610,0,6100,.61,1,5,2014,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,02,02,1,2,211142004,43.30386,1,,2,0,500,0,5000,.5,2,9,2015,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,02,02,1,2,211142004,43.30386,1,,3,0,500,0,5000,.5,2,3,2015,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,03,03,1,2,211142004,11.73648,1,,2,1,000,1,0000,1,2,3,1998,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,03,03,1,2,211142004,11.73648,1,,1,0,260,0,2600,.26,1,9,1998,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,04,04,1,2,211142004,305.2171,1,,1,0,250,0,2500,.25,2,4,1992,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,04,04,1,2,211142004,305.2171,1,,2,1,000,1,0000,1,1,5,1990,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,05,05,1,2,211142004,1721.841,1,,1,0,750,0,7500,.75,2,4,2014,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,05,05,1,2,211142004,1721.841,1,,2,1,000,1,0000,1,1,4,2013,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,06,06,1,2,211142004,161.9031,1,,1,0,600,0,6000,.6,1,8,1998,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10950,06,06,1,2,211142004,161.9031,1,,2,1,000,1,0000,1,2,3,1990,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10951,02,02,1,2,211142003,99.70092,1,,2,3,000,3,0000,3,2,1,2009,1,0,0,0,0,1,3,000,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10951,02,02,1,2,211142003,99.70092,1,,1,10,000,10,0000,10,1,1,2009,1,0,0,0,0,1,10,000,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,01,01,1,2,211142003,10.22128,1,,1,3,150,3,1500,3.15,1,1,2014,1,0,0,0,0,3,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,01,01,1,2,211142003,10.22128,1,,2,2,850,2,8500,2.85,2,1,2014,1,0,0,0,0,3,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,02,02,1,2,211142003,11.32928,1,,2,3,000,3,0000,3,2,1,1999,1,0,0,0,0,3,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,02,02,1,2,211142003,11.32928,1,,1,3,000,3,0000,3,1,1,1999,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,03,03,1,2,211142003,66.54896,1,,2,3,150,3,1500,3.15,2,8,2004,1,0,0,0,0,3,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,03,03,1,2,211142003,66.54896,1,,1,2,850,2,8500,2.85,1,10,2004,1,0,0,0,0,3,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,04,04,1,2,211142003,43.44877,1,,1,3,000,3,0000,3,1,1,2002,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,04,04,1,2,211142003,43.44877,1,,2,3,000,3,0000,3,2,1,2002,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,05,05,1,2,211142003,67.63288,1,,1,3,000,3,0000,3,1,1,2017,1,0,0,0,0,3,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,05,05,1,2,211142003,67.63288,1,,2,3,000,3,0000,3,2,1,2017,1,0,0,0,0,3,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,05,05,1,2,211142003,67.63288,1,,3,0,006,0,0060,.006,2,1,2017,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,7,1,000,1,0000,1,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,3,14,500,14,5000,14.5,2,8,2020,0,0,1,0,0,,, ,2,5,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,2,3,000,3,0000,3,2,1,2004,1,0,0,0,0,3,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,6,0,004,0,0040,.004,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,1,3,000,3,0000,3,1,1,2004,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,5,0,250,0,2500,.25,2,1,2023,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,06,06,1,2,211142003,15.91206,1,,4,3,000,3,0000,3,2,1,2023,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,07,07,1,2,211142003,2.017097,1,,4,9,866,9,8660,9.866,2,1,2017,1,0,0,0,0,3,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,07,07,1,2,211142003,2.017097,1,,3,2,671,2,6710,2.671,2,1,2017,1,0,0,0,0,3,, ,2,5,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,07,07,1,2,211142003,2.017097,1,,2,3,600,3,6000,3.6,2,1,2017,1,0,0,0,0,3,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10952,07,07,1,2,211142003,2.017097,1,,1,4,400,4,4000,4.4,1,1,2017,1,0,0,0,0,3,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,01,01,1,2,211143001,2.280528,1,,3,0,120,0,1200,.12,2,1,2019,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,01,01,1,2,211143001,2.280528,1,,4,2,800,2,8000,2.8,2,1,2019,1,0,0,0,0,4,, ,2,6,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,01,01,1,2,211143001,2.280528,1,,1,1,660,1,6600,1.66,1,1,2019,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,01,01,1,2,211143001,2.280528,1,,2,2,000,2,0000,2,2,1,2019,1,0,0,0,0,4,, ,2,6,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,6,0,250,0,2500,.25,2,1,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,3,0,250,0,2500,.25,2,1,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,4,0,500,0,5000,.5,1,1,2010,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,5,0,250,0,2500,.25,2,1,2010,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,7,0,010,0,0100,.01,2,1,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,1,0,720,0,7200,.72,2,1,2010,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,8,0,010,0,0100,.01,2,1,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,02,02,1,2,211143001,6.182254,1,,2,0,500,0,5000,.5,2,1,2010,1,0,0,0,0,4,, ,1,3,,,,,,,,,2, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,03,03,1,2,211143001,1.42888,1,,2,0,700,0,7000,.7,2,1,2017,1,0,0,0,1,4,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,03,03,1,2,211143001,1.42888,1,,1,0,550,0,5500,.55,2,1,2017,1,0,0,0,1,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,03,03,1,2,211143001,1.42888,1,,4,0,500,0,5000,.5,1,1,2017,1,0,0,0,0,4,, ,1,3,,,,,,,,,1, 
2024,21,PUNO,11,SAN ROMAN,01,JULIACA,10953,03,03,1,2,211143001,1.42888,1,,3,0,250,0,2500,.25,2,1,2017,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,01,01,1,2,211051003,2.74568,1,,3,0,500,0,5000,.5,1,9,1997,1,1,0,0,0,4,, ,2,3,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,01,01,1,2,211051003,2.74568,1,,2,0,200,0,2000,.2,2,10,1998,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,01,01,1,2,211051003,2.74568,1,,4,0,500,0,5000,.5,2,11,1998,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,01,01,1,2,211051003,2.74568,1,,1,0,450,0,4500,.45,2,8,1998,1,1,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,01,01,1,2,211051003,2.74568,1,,5,0,200,0,2000,.2,2,10,2000,1,1,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,02,02,1,2,211051003,107.6072,1,,4,0,100,0,1000,.1,2,7,2009,1,1,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,02,02,1,2,211051003,107.6072,1,,3,0,500,0,5000,.5,2,9,2010,1,1,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,02,02,1,2,211051003,107.6072,1,,5,0,100,0,1000,.1,2,7,2009,1,1,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,02,02,1,2,211051003,107.6072,1,,2,0,450,0,4500,.45,2,8,2012,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,02,02,1,2,211051003,107.6072,1,,1,2,460,2,4600,2.46,1,10,2008,1,1,0,0,1,4,, ,2,3,,,,,,,,,2, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,03,03,1,2,211051003,7.168802,1,,3,0,500,0,5000,.5,2,9,1997,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,03,03,1,2,211051003,7.168802,1,,1,0,500,0,5000,.5,2,8,1996,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,03,03,1,2,211051003,7.168802,1,,2,0,500,0,5000,.5,1,7,1999,1,1,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,10954,03,03,1,2,211051003,7.168802,1,,4,0,300,0,3000,.3,2,9,1999,1,1,0,0,0,4,, ,2,,,,,,,,,,2, 
