ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P105,P105_SUP_1,P105_SUP_2,P105_EQUIV_1,P105_EQUIV_2,P105_SUP_ha,P108,P109_MES,P109_ANIO,P111_1,P111_2,P111_3,P111_4,P111_5,P112,P113_SUP_1,P113_SUP_2,P114,P140,P141_1,P141_2,P141_3,P141_4,P141_5,P141_6,P141_7,P141_8,P1201,OMICAP100A_03
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,08,08,1,2,120451002,1.333667,1,,6,900,000,0,0900,.09,2,9,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,7,3000,000,0,3000,.3,1,1,1989,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,8,1000,000,0,1000,.1,2,5,1989,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,4,1500,000,0,1500,.15,2,2,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,3,400,000,0,0400,.04,2,2,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,2,1800,000,0,1800,.18,2,2,1989,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,9,1200,000,0,1200,.12,2,5,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,5,2500,000,0,2500,.25,2,9,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,6,2500,000,0,2500,.25,2,2,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,31,SINCOS,13887,09,09,1,2,120451002,.049489,1,,1,1000,000,0,1000,.1,2,9,1989,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,5,1,000,0,3300,.33,2,1,1974,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,2,0,250,0,0825,.0825,2,1,1974,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,1,2,410,0,7953,.7953,2,4,1981,1,0,0,0,0,4,, ,2,4,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,3,0,083,0,0274,.02739,2,1,1974,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,6,1,000,0,3300,.33,2,1,1974,1,0,0,0,0,4,, ,2,4,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,01,01,1,2,120432002,15.21797,1,,4,1,050,0,3465,.3465,1,1,1974,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,02,02,1,2,120432002,109.843,1,,3,1,000,1,0000,1,2,10,2024,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,02,02,1,2,120432002,109.843,1,,1,0,300,0,3000,.3,2,10,2024,0,0,1,0,0,,, ,1,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,02,02,1,2,120432002,109.843,1,,2,1,000,1,0000,1,1,10,2021,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,03,03,1,2,120432002,142.618,1,,2,5,000,5,0000,5,1,8,2019,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,03,03,1,2,120432002,142.618,1,,1,1,000,1,0000,1,2,8,2021,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,4,3,000,3,0000,3,1,10,2016,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,1,0,200,0,2000,.2,2,10,2019,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,6,0,330,0,3300,.33,2,10,2019,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,2,0,660,0,6600,.66,2,10,2009,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,8,1,000,1,0000,1,2,10,2023,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,5,1,000,1,0000,1,2,10,2024,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,7,2,000,2,0000,2,2,10,2016,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,30,SAUSA,13888,04,04,1,2,120432002,66.12002,1,,3,1,000,1,0000,1,2,10,2014,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,01,01,1,2,120431002,50.80925,1,,2,1500,000,0,1500,.15,2,3,2023,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,01,01,1,2,120431002,50.80925,1,,1,3500,000,0,3500,.35,1,1,1974,0,0,0,0,1,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,01,01,1,2,120431002,50.80925,1,,3,400,000,0,0400,.04,2,2,1974,1,0,0,0,0,4,, ,2,4,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,02,02,1,2,120431002,31.01722,1,,4,1000,000,0,1000,.1,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,02,02,1,2,120431002,31.01722,1,,5,800,000,0,0800,.08,1,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,02,02,1,2,120431002,31.01722,1,,3,3000,000,0,3000,.3,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,02,02,1,2,120431002,31.01722,1,,2,2000,000,0,2000,.2,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,02,02,1,2,120431002,31.01722,1,,1,1000,000,0,1000,.1,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,4,3000,000,0,3000,.3,1,8,2014,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,3,500,000,0,0500,.05,2,8,2004,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,6,800,000,0,0800,.08,2,8,2019,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,5,1000,000,0,1000,.1,2,8,2016,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,1,1300,000,0,1300,.13,2,8,2012,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,2,2000,000,0,2000,.2,2,8,2014,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,03,03,1,2,120431002,1.419065,1,,7,1500,000,0,1500,.15,2,8,2018,0,0,1,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,04,04,1,2,120431002,14.05855,1,,2,1000,000,0,1000,.1,2,2,2014,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,04,04,1,2,120431002,14.05855,1,,5,1800,000,0,1800,.18,2,2,2014,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,04,04,1,2,120431002,14.05855,1,,1,1000,000,0,1000,.1,2,2,2014,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,04,04,1,2,120431002,14.05855,1,,3,3500,000,0,3500,.35,2,2,2014,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,04,04,1,2,120431002,14.05855,1,,4,2400,000,0,2400,.24,1,2,2014,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,05,05,1,2,120431002,31.93296,1,,3,5000,000,0,5000,.5,2,10,1999,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,05,05,1,2,120431002,31.93296,1,,4,3300,000,0,3300,.33,2,10,1994,0,0,0,0,1,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,05,05,1,2,120431002,31.93296,1,,2,3300,000,0,3300,.33,2,10,1994,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,05,05,1,2,120431002,31.93296,1,,1,6000,000,0,6000,.6,2,10,1994,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,05,05,1,2,120431002,31.93296,1,,5,1500,000,0,1500,.15,1,10,1994,1,0,0,0,0,1,1500,000,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,06,06,1,2,120431002,15.82161,1,,3,2600,000,0,2600,.26,2,8,2021,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,06,06,1,2,120431002,15.82161,1,,2,2500,000,0,2500,.25,1,8,1964,1,0,0,0,0,1,2500,000,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,29,SAN PEDRO DE CHUNAN,13889,06,06,1,2,120431002,15.82161,1,,1,1000,000,0,1000,.1,2,8,1964,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,01,01,1,2,120431002,40.28587,1,,2,3000,000,0,3000,.3,1,1,1978,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,01,01,1,2,120431002,40.28587,1,,1,5000,000,0,5000,.5,2,1,1978,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,01,01,1,2,120431002,40.28587,1,,3,400,000,0,0400,.04,2,1,1978,1,0,0,0,0,3,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,02,02,1,2,120431002,26.02714,1,,1,2500,000,0,2500,.25,1,1,2019,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,03,03,1,2,120431002,56.73276,1,,1,3500,000,0,3500,.35,2,1,2021,0,0,0,0,1,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,03,03,1,2,120431002,56.73276,1,,2,2200,000,0,2200,.22,1,7,2019,1,0,0,0,0,2,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,04,04,1,2,120431002,35.14868,1,,1,3800,000,0,3800,.38,1,1,2019,1,0,1,0,0,4,, ,1,4,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,05,05,1,2,120431002,178.9027,1,,2,1,200,1,2000,1.2,2,9,2016,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,05,05,1,2,120431002,178.9027,1,,3,0,600,0,6000,.6,2,9,2016,0,0,1,0,0,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,05,05,1,2,120431002,178.9027,1,,4,3,000,3,0000,3,2,10,2024,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13890,05,05,1,2,120431002,178.9027,1,,1,0,200,0,2000,.2,1,9,2016,0,0,1,0,0,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,01,01,1,2,120431003,46.41779,1,,2,1700,000,0,1700,.17,2,7,2021,0,0,0,0,1,,, ,2,3,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,01,01,1,2,120431003,46.41779,1,,3,5100,000,0,5100,.51,2,7,2021,0,0,0,0,1,,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,01,01,1,2,120431003,46.41779,1,,1,430,000,0,0430,.043,1,1,2004,0,0,0,0,1,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,02,02,1,2,120431003,16.98995,1,,2,820,000,0,0820,.082,2,6,2023,0,0,1,0,0,,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,02,02,1,2,120431003,16.98995,1,,3,450,000,0,0450,.045,2,9,2022,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,02,02,1,2,120431003,16.98995,1,,1,1300,000,0,1300,.13,1,7,2022,0,0,0,0,1,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,03,03,1,2,120431003,16.21331,1,,4,1000,000,0,1000,.1,2,1,2002,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,03,03,1,2,120431003,16.21331,1,,1,2300,000,0,2300,.23,2,1,2000,0,0,1,0,0,,, ,1,5,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,03,03,1,2,120431003,16.21331,1,,5,450,000,0,0450,.045,2,1,2014,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,03,03,1,2,120431003,16.21331,1,,3,1000,000,0,1000,.1,2,9,2001,0,0,1,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,03,03,1,2,120431003,16.21331,1,,2,950,000,0,0950,.095,1,1,2021,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,04,04,1,2,120431003,39.75845,1,,3,2300,000,0,2300,.23,2,1,2012,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,04,04,1,2,120431003,39.75845,1,,1,3800,000,0,3800,.38,1,1,2012,0,0,1,0,0,,, ,1,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,04,04,1,2,120431003,39.75845,1,,2,325,000,0,0325,.0325,2,7,2024,0,0,1,0,0,,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,05,05,1,2,120431003,44.50387,1,,2,2000,000,0,2000,.2,2,1,2004,1,0,0,0,0,2,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,05,05,1,2,120431003,44.50387,1,,3,5000,000,0,5000,.5,2,1,2000,1,0,0,0,0,2,, ,2,3,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,28,SAN LORENZO,13891,05,05,1,2,120431003,44.50387,1,,1,9000,000,0,9000,.9,1,1,2004,1,0,0,0,0,2,, ,2,4,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,01,01,1,2,120442004,151.2256,1,,1,12900,000,1,2900,1.29,1,7,2000,0,1,1,0,0,,, ,1,4,0,0,0,0,0,0,0,1,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,01,01,1,2,120442004,151.2256,1,,3,7000,000,0,7000,.7,2,9,2020,0,1,0,0,0,,, ,1,,0,0,0,0,0,0,0,1,2, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,01,01,1,2,120442004,151.2256,1,,2,3200,000,0,3200,.32,2,9,2023,0,1,1,0,0,,, ,1,4,0,0,0,0,0,0,0,1,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,02,02,1,2,120442004,111.1932,1,,2,7450,000,0,7450,.745,2,9,2000,0,1,0,0,1,,, ,1,4,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,02,02,1,2,120442004,111.1932,1,,3,1200,000,0,1200,.12,2,9,2005,0,1,0,0,1,,, ,2,4,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,02,02,1,2,120442004,111.1932,1,,4,200,000,0,0200,.02,1,8,2018,0,1,0,0,0,,, ,1,,0,0,0,0,0,0,0,1,2, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,02,02,1,2,120442004,111.1932,1,,1,2350,000,0,2350,.235,2,7,1995,1,1,0,0,1,4,, ,1,4,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,1,3000,000,0,3000,.3,1,1,1987,0,1,0,0,0,,, ,1,4,0,0,0,0,0,0,0,1,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,2,300,000,0,0300,.03,2,9,2018,0,1,0,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,5,300,000,0,0300,.03,2,9,1986,0,1,0,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,3,300,000,0,0300,.03,2,9,2018,0,1,0,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,6,300,000,0,0300,.03,2,9,1986,0,1,0,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,27,RICRAN,13892,03,03,1,2,120442004,65.59792,1,,4,300,000,0,0300,.03,2,9,2018,0,1,0,0,0,,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,8,300,000,0,0300,.03,2,1,2004,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,10,300,000,0,0300,.03,2,1,2004,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,5,1500,000,0,1500,.15,2,1,2004,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,2,700,000,0,0700,.07,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,1,1100,000,0,1100,.11,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,3,1000,000,0,1000,.1,2,1,2004,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,9,300,000,0,0300,.03,2,1,2004,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,4,500,000,0,0500,.05,2,1,2004,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,7,200,000,0,0200,.02,1,1,2010,1,0,0,0,0,4,, ,1,,0,0,0,0,0,0,0,1,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,01,01,1,2,120452002,1.136929,1,,6,600,000,0,0600,.06,2,1,2024,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,02,02,1,2,120452002,7.484268,1,,2,100,000,0,0100,.01,1,1,1964,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,02,02,1,2,120452002,7.484268,1,,1,800,000,0,0800,.08,2,1,2020,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,02,02,1,2,120452002,7.484268,1,,3,100,000,0,0100,.01,2,1,1964,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,3,450,000,0,0450,.045,2,1,2000,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,4,150,000,0,0150,.015,2,1,2010,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,9,100,000,0,0100,.01,2,1,2010,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,1,900,000,0,0900,.09,2,1,2000,1,0,0,0,0,4,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,11,400,000,0,0400,.04,2,1,2000,1,0,0,0,0,4,, ,2,4,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,8,150,000,0,0150,.015,2,1,2000,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,14,100,000,0,0100,.01,2,1,2000,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,17,100,000,0,0100,.01,2,2,2010,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,2,500,000,0,0500,.05,1,1,2000,1,0,0,0,0,4,, ,2,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,15,100,000,0,0100,.01,2,1,2000,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,10,400,000,0,0400,.04,2,1,2000,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,12,400,000,0,0400,.04,2,1,2000,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,16,100,000,0,0100,.01,2,2,2010,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,6,300,000,0,0300,.03,2,1,2008,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,7,600,000,0,0600,.06,2,2,2010,1,0,0,0,0,4,, ,1,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,5,600,000,0,0600,.06,2,2,2010,1,0,0,0,0,4,, ,1,,,,,,,,,,1, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13893,03,03,1,2,120452002,6.632175,1,,13,100,000,0,0100,.01,2,2,2000,1,0,0,0,0,4,, ,2,3,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13894,01,01,1,2,120444002,19.70544,1,,9,2500,000,0,2500,.25,2,1,1994,0,1,0,0,0,,, ,2,,,,,,,,,,2, 
2024,12,JUNIN,04,JAUJA,26,POMACANCHA,13894,01,01,1,2,120444002,19.70544,1,,14,3000,000,0,3000,.3,2,1,1994,0,1,0,0,0,,, ,2,,,,,,,,,,1, 
