ANIO,NSEGM,ID_PROD,UA,RESFIN,REGION,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AD2,P410AD3,P410AE,OMICAP400_02
2024,95547,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,3,0,0,310,14000,2,1,2,3, 
2024,95549,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,5,0,0,500,30000,2,1,2,2, 
2024,95558,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,1,0,1,180,252,2,1,1,2, 
2024,95576,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,3,76,0,40,760,104803,2,1,2,3, 
2024,95576,01,01,1,1,1,2,7,0,1,0,0,1,0,0,0,5,64,1,15,360,368924,2,1,2,3, 
2024,95579,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,6,1,0,120,100,2,1,2,1, 
2024,95585,01,01,1,1,1,2,2,1,1,1,0,0,0,0,0,1,20,5,4,000,500,2,1,1,2, 
2024,95588,01,01,1,1,1,2,7,0,1,0,0,1,0,0,0,3,10,0,5,000,40000,1,1,2,3, 
2024,95592,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,320,0,80,000,7426854,1,1,2,2, 
2024,95594,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,0,4,2,000,9000,2,1,1,3, 
2024,95596,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,10,4,3,952,140000,2,1,2,3, 
2024,95600,01,01,2,1,1,2,2,0,1,0,0,0,0,1,0,5,66,0,1684,000,16039228,1,1,2,2, 
2024,95601,01,01,1,1,1,2,2,1,1,1,0,0,0,0,0,1,1,0,7,000,2245,1,1,1,5, 
2024,95603,01,01,1,2,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,130,100,2,1,1,1, 
2024,95603,01,01,1,2,1,2,1,0,1,0,0,0,1,0,0,4,3,0,0,010,200,2,1,1,1, 
2024,95610,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,6,3,6,2,000,200000,2,1,2,2, 
2024,95610,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,1,4,1,1,500,400,1,1,2,2, 
2024,95614,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,3,4,1,500,100000,2,1,2,2, 
2024,95616,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,8,2,2,000,220000,1,1,2,2, 
2024,95617,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,6,4,1,200,110000,2,1,2,2, 
2024,95618,01,01,1,1,1,2,4,1,1,1,0,0,0,0,0,1,27,2,5,300,1015,1,1,2,2, 
2024,95620,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,10,0,15,000,120000,2,1,2,2, 
2024,95621,01,01,1,1,1,2,5,1,1,1,0,0,0,0,0,1,12,0,0,700,300,2,1,2,2, 
2024,95623,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,11,1,1,800,420000,1,1,2,2, 
2024,95624,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,4,2,0,900,78000,1,1,2,3, 
2024,95625,01,01,1,1,1,2,1,1,1,0,0,0,0,1,0,6,3,5,0,310,24000,1,1,2,2, 
2024,95627,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,12,3,2,435,240000,1,1,2,2, 
2024,95628,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,2,0,0,050,5000,2,2,,2, 
2024,95629,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,8,4,3,3,000,21000,2,1,2,2, 
2024,95629,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,1,0,0,100,80000,2,1,2,2, 
2024,95630,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,162,0,307,800,3888000,1,1,1,1, 
2024,95630,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,30,0,54,000,525000,1,1,2,1, 
2024,95630,01,01,1,1,1,2,2,0,1,0,0,1,0,0,0,3,56,0,56,000,117600,2,1,2,1, 
2024,95631,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,11,1,10,000,300000,2,1,2,2, 
2024,95632,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,7,6,0,180,300,2,1,2,2, 
2024,95633,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,1,4,0,200,16000,2,1,2,1, 
2024,95634,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,6,1,0,800,78000,1,1,2,2, 
2024,95636,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,3,2,0,600,100000,1,1,2,2, 
2024,95637,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,7,2,4,000,140000,1,1,2,2, 
2024,95638,01,01,1,1,1,2,2,1,1,0,0,0,0,1,0,5,5,0,4,250,525500,1,1,1,2, 
2024,95640,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,8,48,6,18,360,1285200,1,1,2,2, 
2024,95640,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,5,274,8,125,243,8761150,1,1,2,2, 
2024,95644,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,10,2,4,000,140000,1,1,2,2, 
2024,95648,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,17,1,3,000,750,1,1,2,2, 
2024,95649,01,01,1,1,1,2,4,0,1,1,0,0,0,0,0,1,4,0,0,500,85,2,1,1,2, 
2024,95650,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,9,8,3,660,120000,2,1,2,2, 
2024,95651,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,1,18,0,0,500,390,2,1,2,2, 
2024,95651,01,01,1,1,1,2,4,0,1,1,1,0,0,0,0,2,3,0,0,500,390,2,1,2,2, 
2024,95651,01,01,1,1,1,2,4,0,1,1,1,0,0,0,0,6,16,7,10,000,228000,2,1,2,2, 
2024,95654,01,01,1,1,1,2,1,1,1,0,0,0,0,1,0,6,1,2,0,300,3000,2,1,1,2, 
2024,95656,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,5,5,1,500,150000,2,1,2,2, 
2024,95665,01,01,1,1,1,2,5,1,1,0,0,0,1,0,0,3,3,1,0,060,40,2,1,2,4, 
2024,95665,01,01,1,1,1,2,5,1,1,0,0,1,0,0,0,4,1,0,0,030,1533,2,1,2,4, 
2024,95665,01,01,1,1,1,2,5,1,1,1,0,0,0,0,0,1,28,0,1,500,282,2,1,2,4, 
2024,95666,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,1,2,0,450,45000,2,1,2,2, 
2024,95668,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,3,1,0,500,18000,2,1,2,3, 
2024,95669,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,1,3,0,500,40000,2,1,2,3, 
2024,95671,01,01,1,1,1,2,1,0,1,0,0,0,0,1,0,6,6,1,0,700,70000,2,1,2,4, 
2024,95672,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,4,2,0,432,40000,2,1,2,4, 
2024,95673,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,60,15,15,000,1500000,1,1,2,2, 
2024,95674,01,01,1,1,1,2,3,1,1,1,0,0,0,0,0,1,11,0,1,500,800,2,1,1,2, 
2024,95677,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,16,4,5,040,1300,1,1,2,2, 
2024,95678,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,0,200,100,2,1,2,2, 
2024,95679,01,01,1,1,1,2,1,1,1,0,0,0,0,1,0,6,0,6,0,900,90000,2,1,1,2, 
2024,95680,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,30,0,2,000,1500,1,1,2,2, 
2024,95681,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,11,0,0,600,140,2,1,1,2, 
2024,95682,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,4,0,0,300,260,2,1,2,2, 
2024,95684,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,2,0,1,000,100,2,1,1,2, 
2024,95685,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,4,1,5,000,50000,2,1,2,2, 
2024,95686,01,01,1,1,1,2,2,1,1,0,0,0,0,1,0,6,6,2,10,000,100000,2,1,1,2, 
2024,95687,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,2,000,100,2,1,1,2, 
2024,95688,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,3,1,7,000,30000,2,1,2,2, 
2024,95689,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,4,1,000,300,2,1,2,2, 
2024,95691,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,2,1,0,200,30,2,1,1,2, 
2024,95693,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,4,0,630,19,2,1,1,4, 
2024,95694,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,7,2,4,000,200000,1,1,2,2, 
2024,95695,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,8,0,0,300,28,2,1,2,2, 
2024,95696,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,40,0,5,000,1200,1,1,2,2, 
2024,95698,01,01,2,1,1,2,7,0,1,0,0,0,0,1,0,5,170,0,38,435,3161841,1,1,2,3, 
2024,95699,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,6,5,4,10,000,183200,1,1,2,2, 
2024,95699,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,9,3,0,5,000,182200,1,1,2,2, 
2024,95702,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,8,2,1,0,500,15000,2,1,2,2, 
2024,95702,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,5,0,1,0,010,2000,2,1,2,2, 
2024,95707,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,5,1,0,600,60000,2,1,2,2, 
2024,95708,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,050,20,2,1,1,2, 
2024,95712,01,01,1,1,1,2,4,0,1,0,0,0,0,1,0,6,13,10,5,500,494500,2,1,2,2, 
2024,95713,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,18,10,32,000,239000,2,1,2,2, 
2024,95714,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,6,6,1,300,120000,2,1,2,2, 
2024,95715,01,01,1,1,1,2,2,0,1,1,0,0,0,0,0,1,59,0,10,000,3400,1,1,2,2, 
2024,95716,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,4,0,100,60,2,1,2,2, 
2024,95717,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,15,5,15,000,300000,2,1,2,2, 
2024,95717,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,2,0,6,000,80000,2,1,2,2, 
2024,95718,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,0,0,050,30,2,1,1,2, 
2024,95719,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,8,50,0,11,200,715288,1,1,2,2, 
2024,95719,01,01,1,1,1,2,7,0,1,0,0,0,0,1,0,5,253,2,81,567,6033516,1,1,2,2, 
2024,95720,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,5,3,3,000,100,2,2,,4, 
2024,95721,01,01,1,1,1,2,1,1,1,0,0,0,0,1,0,6,10,0,0,500,100000,2,1,2,2, 
2024,95722,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,5,3,0,800,80000,2,1,2,2, 
2024,95732,01,01,1,1,1,2,7,0,1,1,0,0,0,0,0,1,69,0,16,500,2644,1,1,2,4, 
2024,95736,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,5,1,0,795,150000,1,1,2,2, 
2024,95743,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,5,4,5,3,000,1450,2,1,2,2, 
2024,95752,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,7,0,0,300,125,2,1,1,2, 
2024,95753,01,01,1,1,1,2,2,0,1,0,0,1,0,0,0,3,130,39,2,000,1980,2,1,2,2, 
2024,95754,01,01,1,1,1,2,5,0,1,1,0,0,0,0,0,1,13,0,0,500,236,2,1,2,2, 
2024,95755,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,7,0,0,500,110,2,1,1,2, 
2024,95758,01,01,1,1,1,2,3,1,1,1,0,0,0,0,0,1,1,0,0,500,70,2,1,1,2, 
2024,95765,01,01,1,1,1,2,8,1,1,0,0,0,1,0,0,4,1,0,0,012,600,2,1,1,2, 
2024,95767,01,01,1,1,1,2,5,0,1,1,0,0,0,0,0,1,9,0,0,356,105,2,1,1,1, 
2024,95768,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,6,0,0,248,25,2,1,1,1, 
2024,95770,01,01,1,1,1,2,2,0,1,0,0,1,0,0,0,3,5,5,2,000,864,2,1,2,2, 
2024,95771,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,4,6,0,840,45000,2,1,2,4, 
2024,95773,01,01,1,1,1,2,4,0,1,1,0,0,0,0,0,1,20,0,2,000,675,1,1,2,2, 
2024,95777,01,01,1,1,1,2,3,0,1,0,0,0,0,1,0,9,3,3,0,560,36000,1,1,2,3, 
2024,95784,01,01,1,1,1,2,3,0,1,1,0,0,0,0,0,3,1,0,0,002,7,2,1,1,2, 
2024,95784,01,01,1,1,1,2,3,0,1,0,0,1,0,0,0,1,2,0,0,001,7,2,2,,2, 
2024,95785,01,01,1,1,1,2,1,0,1,0,0,0,0,1,0,6,5,1,0,600,15000,2,1,2,2, 
2024,95786,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,1,0,284,100,2,1,2,2, 
2024,95787,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,4,0,0,195,60,2,1,1,2, 
2024,95788,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,124,11,2,1,1,2, 
2024,95791,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,10,0,0,203,111,2,1,1,2, 
2024,95792,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,059,36,2,1,1,2, 
2024,95794,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,4,0,0,265,85,2,1,1,2, 
2024,95797,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,2,0,1,500,12000,2,1,2,2, 
2024,95802,01,01,1,1,1,2,2,1,1,0,0,0,1,0,0,3,2,3,2,000,30,2,1,2,2, 
2024,95802,01,01,1,1,1,2,2,1,1,0,0,1,0,0,0,4,1,2,0,500,100,2,2,,2, 
2024,95802,01,01,1,1,1,2,2,1,1,0,1,0,0,0,0,2,1,2,3,000,30,2,1,2,2, 
2024,95826,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,5,0,3,000,50000,2,1,2,3, 
2024,95827,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,8,1,0,1,000,1000,2,1,2,2, 
2024,95838,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,1,0,0,100,76,2,1,1,2, 
2024,95885,01,01,2,1,1,2,3,0,1,0,0,0,0,1,0,5,46,0,110,440,1882000,1,1,2,3, 
2024,95913,01,01,1,1,1,2,1,1,1,0,0,0,0,1,0,6,5,0,1,000,72000,2,1,2,1, 
2024,95914,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,14,2,0,045,80,2,1,1,2, 
2024,95915,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,4,0,0,200,50,2,1,2,2, 
2024,95918,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,250,90,2,1,1,2, 
2024,95919,01,01,1,1,1,2,1,0,1,0,0,0,1,0,0,4,1,0,0,010,500,2,1,1,2, 
2024,95920,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,4,0,0,150,40,2,2,,2, 
2024,95924,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,4,0,0,250,60,2,1,1,3, 
2024,95925,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,8,0,1,340,170,2,1,1,2, 
2024,95927,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,1,0,0,500,500,2,1,1,5, 
2024,95928,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,14,0,0,140,140,2,1,1,3, 
2024,95929,01,01,1,1,1,2,1,0,1,0,0,0,1,0,0,4,1,0,0,025,2000,2,1,1,5, 
2024,95931,01,01,1,1,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,050,22,2,1,1,3, 
2024,95931,01,01,1,1,1,2,1,0,1,1,1,0,0,0,0,2,3,0,0,108,22,2,1,1,3, 
2024,95933,01,01,1,1,1,2,7,0,1,1,0,0,0,0,0,1,5,0,0,380,80,2,1,2,4, 
2024,95934,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,2,0,0,300,60,2,1,2,2, 
2024,95935,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,0,2,0,120,50,2,1,2,2, 
2024,95937,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,3,3,0,025,30,2,1,1,1, 
2024,95938,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,2,0,0,240,60,2,1,2,2, 
2024,95940,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,2,0,0,020,35,2,1,1,2, 
2024,95941,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,8,2,0,780,91,2,1,1,3, 
2024,95942,01,01,1,1,1,2,4,0,1,1,0,0,0,0,0,1,5,0,0,500,130,2,1,1,3, 
2024,95946,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,5,0,0,020,30,2,1,1,3, 
2024,95947,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,6,1,3,000,30000,2,1,2,3, 
2024,95947,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,5,4,1,2,000,592420,2,1,2,3, 
2024,95947,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,10,6,0,2,000,35000,2,1,2,3, 
2024,95948,01,01,1,1,1,2,4,0,1,1,0,0,0,0,0,1,1,0,0,040,30,2,1,1,3, 
2024,95949,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,5,0,0,150,80,2,1,2,3, 
2024,95950,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,2,0,100,40,2,2,,3, 
2024,95951,01,01,1,1,1,2,7,1,1,1,0,0,0,0,0,1,22,0,2,500,660,2,1,2,4, 
2024,95956,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,024,30,2,1,1,2, 
2024,95958,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,035,20,2,1,1,2, 
2024,95961,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,008,50,2,1,1,3, 
2024,95964,01,01,1,1,1,2,2,0,1,0,0,0,0,1,0,6,8,0,1,394,56000,2,1,2,1, 
2024,95966,01,01,1,1,1,2,7,1,1,1,0,0,0,0,0,1,45,0,6,000,2700,1,1,2,2, 
2024,95967,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,9,0,0,200,180,2,1,2,2, 
2024,95968,01,01,1,1,1,2,1,0,1,0,0,0,1,0,0,4,1,0,0,060,4000,2,1,1,2, 
2024,95970,01,01,1,1,1,2,7,1,1,0,0,0,0,1,0,11,1,0,0,100,50,2,1,2,2, 
2024,95970,01,01,1,1,1,2,7,1,1,0,0,0,1,0,0,3,1,0,0,050,2,2,1,2,2, 
2024,95970,01,01,1,1,1,2,7,1,1,1,0,0,0,0,0,1,3,27,2,000,1440,2,1,2,2, 
2024,95970,01,01,1,1,1,2,7,1,1,0,0,0,0,1,0,4,1,0,0,125,144,2,1,2,2, 
2024,95970,01,01,1,1,1,2,7,1,1,0,0,1,0,0,0,6,2,0,0,125,240,2,1,2,2, 
2024,95970,01,01,1,1,1,2,7,1,1,0,0,1,0,0,0,10,1,0,0,100,60,2,2,,2, 
2024,95971,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,7,3,0,500,250,2,1,1,2, 
2024,95972,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,8,2,0,780,150,2,1,2,2, 
2024,95973,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,025,12,2,1,1,2, 
2024,95974,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,5,3,0,280,30,2,1,1,2, 
2024,95975,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,5,1,0,640,80,2,1,1,3, 
2024,95977,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,3,1,0,0,001,7,2,1,1,2, 
2024,95977,01,01,1,1,1,2,1,0,1,0,0,0,0,1,0,6,1,0,0,001,50,1,1,1,2, 
2024,95977,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,2,1,0,0,001,4,2,1,1,2, 
2024,95978,01,01,1,1,1,2,2,0,1,0,1,0,0,0,0,2,1,3,3,000,1000,2,1,1,2, 
2024,95979,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,050,20,2,1,1,2, 
2024,95981,01,01,1,1,1,2,1,0,1,0,0,0,0,1,0,3,1,0,0,100,50,2,1,1,4, 
2024,95981,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,6,1,0,0,040,70,2,1,1,3, 
2024,95981,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,2,1,0,0,140,40,2,1,1,2, 
2024,95983,01,01,1,1,1,2,1,0,1,0,0,0,1,0,0,4,1,0,0,003,150,2,1,1,2, 
2024,95983,01,01,1,1,1,2,1,0,1,0,0,0,0,1,0,6,1,0,0,012,200,2,1,1,2, 
2024,95984,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,13,0,0,800,200,2,1,2,2, 
2024,95987,01,01,1,1,1,2,2,0,1,0,1,0,0,0,0,2,1,0,0,400,850,2,1,2,2, 
2024,95988,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,400,160,2,1,2,2, 
2024,95990,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,3,0,0,140,60,2,1,1,3, 
2024,95991,01,01,1,1,1,2,4,0,1,1,0,0,0,0,0,1,6,0,0,300,120,2,2,,2, 
2024,95992,01,01,1,1,1,2,1,0,1,1,1,0,0,0,0,2,4,0,0,200,28,2,1,2,2, 
2024,95992,01,01,1,1,1,2,1,0,1,1,1,0,0,0,0,1,4,0,0,200,32,2,1,2,2, 
2024,95993,01,01,1,1,1,2,5,0,1,0,1,0,0,0,0,2,3,0,0,700,180,2,1,2,2, 
2024,95995,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,3,0,0,500,90,2,1,1,2, 
2024,95998,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,22,0,0,585,880,1,1,2,2, 
2024,96000,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,8,2,1,000,1000,2,1,1,2, 
2024,96001,01,01,1,1,1,2,2,0,1,0,1,0,0,0,0,2,6,0,0,230,120,2,1,2,3, 
2024,96002,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,045,20,2,1,1,2, 
2024,96004,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,130,20,2,1,2,2, 
2024,96005,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,14,2,0,830,200,2,1,1,2, 
2024,96007,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,7,3,1,650,180,2,1,1,2, 
2024,96008,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,050,20,2,1,1,2, 
2024,96009,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,4,1,0,250,100,2,1,2,2, 
2024,96010,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,5,2,0,180,75,2,1,1,3, 
2024,96011,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,3,1,0,0,015,25,2,1,1,2, 
2024,96011,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,2,0,1,0,020,15,2,1,1,2, 
2024,96013,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,12,0,0,380,240,2,1,1,2, 
2024,96014,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,4,0,0,230,60,2,1,1,2, 
2024,96016,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,170,19,2,1,1,2, 
2024,96017,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,3,3,0,400,40000,1,1,2,2, 
2024,96019,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,1,0,240,120,2,1,1,1, 
2024,96022,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,2,2,0,150,80,2,1,2,1, 
2024,96023,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,20,3,0,145,460,2,1,1,3, 
2024,96024,01,01,1,1,1,2,7,0,1,0,0,1,0,0,0,3,50,0,8,000,36000,1,1,1,2, 
2024,96026,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,061,40,2,1,2,2, 
2024,96027,01,01,1,1,1,2,2,1,1,0,0,0,1,0,0,4,1,0,2,180,50000,2,1,2,2, 
2024,96028,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,9,0,0,310,60,2,1,1,2, 
2024,96029,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,7,0,0,340,54,2,1,1,2, 
2024,96031,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,1,1,0,030,100,2,1,1,2, 
2024,96031,01,01,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,060,2,2,1,1,2, 
2024,96033,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,3,0,0,220,40,2,2,,2, 
2024,96034,01,01,1,1,1,2,1,0,1,0,0,0,1,0,0,4,1,1,0,300,5000,2,1,1,2, 
2024,96036,01,01,1,1,1,2,5,0,1,1,0,0,0,0,0,1,2,3,0,330,18,2,1,1,2, 
2024,96038,01,01,1,1,1,2,5,0,1,0,1,0,0,0,0,2,1,1,13,000,400,2,1,2,2, 
2024,96039,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,0,2,600,600,2,1,2,3, 
2024,96041,01,01,1,1,1,2,1,0,1,0,1,0,0,0,0,2,1,0,0,500,160,2,1,1,2, 
2024,96043,01,01,1,1,1,2,2,1,1,1,0,0,0,0,0,1,2,0,16,000,1500,1,1,1,2, 
2024,96044,01,01,1,1,1,2,1,0,1,1,0,0,0,0,0,1,5,0,0,260,60,2,1,1,3, 
2024,96045,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,080,200,2,1,1,2, 
2024,96046,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,106,500,2,1,2,2, 
2024,96049,01,01,1,1,1,2,1,0,1,0,0,1,0,0,0,3,1,0,0,080,80,2,1,1,2, 
2024,96050,01,01,1,1,1,2,5,0,1,0,0,0,0,1,0,6,18,0,4,653,2160000,1,1,2,2, 
2024,96052,01,01,1,1,1,2,5,0,1,0,1,0,0,0,0,2,10,0,0,564,200,2,1,2,2, 
2024,96054,01,01,1,1,1,2,1,1,1,0,0,0,1,0,0,4,2,0,0,400,220,2,1,1,1, 
