ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,03,03,1,3,250391005,8.33548,1,,1,1,1,QUESO DE VACA,4216,20,00,KILOGRAMO,12,1,0,00,, ,,,20,00,0,00, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10013,05,05,1,3,250391005,9.21442,1,,1,1,1,QUESO DE VACA,4216,50,00,KILOGRAMO,12,1,0,00,, ,,,30,00,20,00, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,03,03,1,2,230431003,25.72741,1,,1,1,1,QUESO DE VACA,4216,44,00,KILOGRAMO,12,1,40,00,12,00,480,12,4,00,0,00, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,04,04,1,2,230431003,28.88619,1,,1,1,1,QUESO DE VACA,4216,62,50,KILOGRAMO,12,1,50,00,12,00,600,12,12,50,0,00, 
2024,23,TACNA,04,TARATA,06,SUSAPAYA,10344,04,04,1,2,230431002,2.209086,1,,1,1,1,QUESO DE VACA,4216,180,00,KILOGRAMO,12,1,100,00,13,00,1300,13,60,00,20,00, 
2024,23,TACNA,04,TARATA,06,SUSAPAYA,10345,01,01,1,2,230444002,22.98191,1,,1,1,1,CHARQUI,4211,10,00,KILOGRAMO,12,1,0,00,, ,,,10,00,0,00, 
2024,23,TACNA,04,TARATA,06,SUSAPAYA,10346,01,01,1,2,230442002,1.076433,1,,1,1,1,QUESO DE VACA,4216,180,00,KILOGRAMO,12,1,100,00,13,00,1300,13,60,00,20,00, 
2024,23,TACNA,04,TARATA,04,ESTIQUE-PAMPA,10349,09,09,1,2,230431003,22.19328,1,,1,1,1,QUESO DE VACA,4216,298,00,KILOGRAMO,12,1,280,00,12,00,3360,12,18,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10351,04,04,1,2,230443002,1.207158,1,,1,1,1,QUESO DE VACA,4216,250,00,KILOGRAMO,12,1,230,00,12,00,2760,12,15,00,5,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,02,02,1,2,230442003,.0150335,1,,1,1,1,QUESO DE OVEJA,4217,120,00,MOLDE,41,.5,120,00,12,00,1440,24,0,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,03,03,1,2,230442003,1.765885,1,,1,1,1,QUESO DE VACA,4216,105,00,KILOGRAMO,12,1,100,00,12,00,1200,12,5,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,03,03,1,2,230442003,1.765885,1,,1,1,2,QUESO DE CABRA,4218,150,00,KILOGRAMO,12,1,100,00,13,00,1300,13,50,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,05,05,1,2,230442003,.6736301,1,,1,1,1,QUESO DE CABRA,4218,150,00,KILOGRAMO,12,1,140,00,10,00,1400,10,10,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10354,02,02,1,2,230441003,8.610175,1,,1,1,1,QUESO DE CABRA,4218,80,00,UNIDAD,24,.6,80,00,12,00,960,20,0,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10354,03,03,1,2,230441003,.6718144,1,,1,1,1,QUESO DE CABRA,4218,30,00,UNIDAD,24,.7,25,00,10,00,250,14.2857,5,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10354,06,06,1,2,230441003,7.227856,1,,1,1,2,QUESO DE CABRA,4218,34,00,UNIDAD,24,.7,34,00,10,00,340,14.2857,0,00,0,00, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10354,06,06,1,2,230441003,7.227856,1,,1,1,1,CHARQUI,4211,3,00,KILOGRAMO,12,1,0,00,, ,,,3,00,0,00, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10357,01,01,1,1,230421003,1.338725,1,,1,1,1,CHARQUI,4211,20,00,KILOGRAMO,12,1,0,00,, ,,,12,00,8,00, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10357,01,01,1,1,230421003,1.338725,1,,1,1,2,QUESO DE VACA,4216,30,00,KILOGRAMO,12,1,29,00,10,00,290,10,1,00,0,00, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10357,03,03,1,1,230421003,10.86173,1,,1,1,1,QUESO DE VACA,4216,2528,00,KILOGRAMO,12,1,2516,00,10,00,25160,10,12,00,0,00, 
2024,23,TACNA,04,TARATA,02,HEROES ALBARRACIN,10358,01,01,1,1,230422003,7.078079,1,,1,1,1,QUESO DE CABRA,4218,70,00,KILOGRAMO,12,1,62,00,15,00,930,15,8,00,0,00, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,01,01,1,2,230431003,10.3541,1,,1,1,1,QUESO DE VACA,4216,585,00,KILOGRAMO,12,1,575,00,10,00,5750,10,10,00,0,00, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,05,05,1,2,230431003,67.49685,1,,1,1,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00,, ,,,12,00,0,00, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,13,13,1,2,230431003,8.458708,1,,1,1,1,QUESO DE VACA,4216,810,00,KILOGRAMO,12,1,800,00,10,00,8000,10,10,00,0,00, 
2024,23,TACNA,03,JORGE BASADRE,02,ILABAYA,10372,01,01,1,1,230323004,2.086715,1,,1,1,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00,, ,,,15,00,0,00, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10380,01,01,1,1,230321003,27.07997,1,,1,1,1,QUESO DE CABRA,4218,1100,00,KILOGRAMO,12,1,1070,00,14,00,14980,14,15,00,15,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10394,01,01,1,2,230231003,33.40155,1,,1,1,1,QUESO DE VACA,4216,1368,00,KILOGRAMO,12,1,1356,00,10,00,13560,10,12,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10394,05,05,1,2,230231003,.0690706,1,,1,1,1,QUESO DE VACA,4216,1162,00,KILOGRAMO,12,1,1062,00,10,00,10620,10,100,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10395,01,01,1,2,230233003,.3634481,1,,1,1,1,QUESO DE VACA,4216,210,00,MOLDE,41,.9,200,00,12,00,2400,13.3333,10,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10395,02,02,1,2,230233003,.58859,1,,1,1,1,QUESO DE VACA,4216,500,00,MOLDE,41,.9,450,00,12,00,5400,13.3333,50,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10396,01,01,1,2,230231004,3.000679,1,,1,1,1,QUESO DE VACA,4216,1070,00,KILOGRAMO,12,1,1070,00,13,50,14445,13.5,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10396,03,03,1,2,230231004,7.542919,1,,1,1,1,QUESO DE VACA,4216,535,00,KILOGRAMO,12,1,535,00,12,00,6420,12,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10396,04,04,1,2,230231004,1.592659,1,,1,1,1,QUESO DE VACA,4216,1343,00,KILOGRAMO,12,1,1340,00,12,00,16080,12,3,00,0,00, 
2024,23,TACNA,02,CANDARAVE,05,HUANUARA,10398,01,01,1,2,230241002,.1222255,1,,1,1,1,QUESO DE VACA,4216,312,00,KILOGRAMO,12,1,160,00,12,00,1920,12,52,00,100,00, 
2024,23,TACNA,02,CANDARAVE,04,CURIBAYA,10403,02,02,1,2,230231003,9.743504,1,,1,1,1,QUESO DE VACA,4216,108,00,KILOGRAMO,12,1,100,00,18,00,1800,18,8,00,0,00, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10408,02,02,1,2,230231002,5.439654,1,,1,1,1,QUESO DE VACA,4216,740,00,KILOGRAMO,12,1,730,00,14,00,10220,14,10,00,0,00, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10408,03,03,1,2,230231002,1.079474,1,,1,1,1,QUESO DE VACA,4216,333,00,UNIDAD,24,.8,318,00,10,00,3180,12.5,10,00,5,00, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10410,02,02,1,2,230231003,3.336419,1,,1,1,1,CHARQUI,4211,20,00,KILOGRAMO,12,1,0,00,, ,,,10,00,10,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10411,03,03,1,2,230231003,.4529735,1,,1,1,1,QUESO DE VACA,4216,450,00,KILOGRAMO,12,1,300,00,12,00,3600,12,10,00,140,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10411,04,04,1,2,230231003,3.792109,1,,1,1,1,QUESO DE VACA,4216,50,00,KILOGRAMO,12,1,20,00,14,00,280,14,30,00,0,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10412,01,01,1,2,230241002,10.92014,1,,1,1,1,QUESO DE VACA,4216,238,00,KILOGRAMO,12,1,225,00,13,00,2925,13,8,00,5,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10413,04,04,1,2,230231003,62.58412,1,,1,1,1,QUESO DE VACA,4216,400,00,KILOGRAMO,12,1,300,00,14,00,4200,14,50,00,50,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10414,02,02,1,2,230231003,17.69527,1,,1,1,1,QUESO DE VACA,4216,260,00,UNIDAD,24,.5,120,00,7,00,840,14,60,00,80,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10414,05,05,1,2,230231003,32.22011,1,,1,1,1,QUESO DE VACA,4216,160,00,UNIDAD,24,.5,90,00,7,00,630,14,40,00,30,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,01,01,1,2,230241004,.0752629,1,,1,1,1,QUESO DE VACA,4216,222,00,KILOGRAMO,12,1,195,00,10,00,1950,10,12,00,15,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,02,02,1,2,230241004,.6579013,1,,1,1,1,QUESO DE VACA,4216,111,00,UNIDAD,24,.8,96,00,10,00,960,12.5,10,00,5,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,04,04,1,2,230241004,1.731184,1,,1,1,1,QUESO DE VACA,4216,710,00,UNIDAD,24,.5,698,00,10,00,6980,20,10,00,2,00, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10415,09,09,1,2,230241004,2.163273,1,,1,1,1,QUESO DE VACA,4216,180,00,KILOGRAMO,12,1,167,00,10,00,1670,10,10,00,3,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,02,02,1,2,230231003,.3992074,1,,1,1,1,QUESO DE VACA,4216,286,00,KILOGRAMO,12,1,286,00,13,00,3718,13,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,03,03,1,2,230231003,5.123071,1,,1,1,1,QUESO DE VACA,4216,335,00,KILOGRAMO,12,1,330,00,13,00,4290,13,5,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,04,04,1,2,230231003,4.169163,1,,1,1,1,QUESO DE VACA,4216,355,00,KILOGRAMO,12,1,355,00,13,00,4615,13,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,06,06,1,2,230231003,5.879001,1,,1,1,1,QUESO DE VACA,4216,320,00,KILOGRAMO,12,1,320,00,12,00,3840,12,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10419,01,01,1,2,230232002,14.00473,1,,1,1,1,QUESO DE VACA,4216,360,00,KILOGRAMO,12,1,360,00,12,00,4320,12,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10420,01,01,1,2,230233002,61.48736,1,,1,1,1,QUESO DE VACA,4216,266,00,KILOGRAMO,12,1,266,00,13,00,3458,13,0,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10420,02,02,1,2,230233002,.5620768,1,,1,1,1,QUESO DE VACA,4216,355,00,KILOGRAMO,12,1,320,00,13,00,4160,13,25,00,10,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10421,02,02,1,2,230231002,5.631672,1,,1,1,1,QUESO DE VACA,4216,900,00,KILOGRAMO,12,1,800,00,12,00,9600,12,30,00,70,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10422,02,02,1,2,230242003,10.57807,1,,1,1,1,QUESO DE VACA,4216,500,00,KILOGRAMO,12,1,460,00,9,00,4140,9,10,00,30,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10425,01,01,1,2,230232004,.2894135,1,,1,1,1,QUESO DE VACA,4216,640,00,KILOGRAMO,12,1,200,00,10,50,2100,10.5,50,00,390,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10426,01,01,1,2,230243003,.5951923,1,,1,1,1,QUESO DE CABRA,4218,56,25,KILOGRAMO,12,1,50,00,16,00,800,16,6,25,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10427,04,04,1,2,230241003,.0004165,1,,1,1,1,QUESO DE VACA,4216,1497,00,KILOGRAMO,12,1,1477,00,10,00,14770,10,20,00,0,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10428,01,01,1,2,230242002,1.222892,1,,1,1,1,QUESO DE VACA,4216,2190,00,KILOGRAMO,12,1,2170,00,10,00,21700,10,10,00,10,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10429,02,02,1,2,230231003,23.00023,1,,1,1,1,QUESO DE VACA,4216,1125,00,KILOGRAMO,12,1,1000,00,10,00,10000,10,45,00,80,00, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10430,01,01,1,2,230231002,56.70106,1,,1,1,1,QUESO DE VACA,4216,322,00,KILOGRAMO,12,1,322,00,12,00,3864,12,0,00,0,00, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10480,06,06,1,1,230111004,.7798811,1,,1,1,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00,, ,,,12,00,0,00, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10511,05,05,1,1,230111004,9.351198,1,,1,1,1,QUESO DE VACA,4216,6,00,KILOGRAMO,12,1,0,00,, ,,,1,00,5,00, 
2024,23,TACNA,01,TACNA,09,SAMA,10526,01,01,1,1,230111003,.1043366,1,,0,1,1,QUESO DE CABRA,4218,120,00,MOLDE,41,.7,120,00,12,00,1440,17.1429,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,01,01,1,2,230141002,1.626283,1,,1,1,1,QUESO DE VACA,4216,400,00,MOLDE,41,.75,200,00,10,00,2000,13.3333,200,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,02,02,1,2,230141002,2.200442,1,,1,1,1,QUESO DE VACA,4216,50,00,MOLDE,41,.8,0,00,, ,,,50,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,03,03,1,2,230141002,.0310342,1,,1,1,1,QUESO DE VACA,4216,450,00,MOLDE,41,.8,350,00,12,00,4200,15,50,00,50,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,04,04,1,2,230141002,.7987737,1,,1,1,1,QUESO DE VACA,4216,1190,00,MOLDE,41,.7,1150,00,8,00,9200,11.4286,40,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,04,04,1,2,230141002,.7987737,1,,1,1,2,YOGURT,4213,320,00,LITRO,14,1,306,00,10,00,3060,10,14,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,05,05,1,2,230141002,.0046136,1,,1,1,1,QUESO DE VACA,4216,250,00,MOLDE,41,.8,100,00,12,00,1200,15,150,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,05,05,1,2,230141002,.0046136,1,,1,1,2,QUESO DE CABRA,4218,120,00,MOLDE,41,.75,80,00,13,00,1040,17.3333,40,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,04,04,1,2,230141003,5.023046,1,,1,1,2,QUESO DE CABRA,4218,162,00,KILOGRAMO,12,1,130,00,10,00,1300,10,32,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,04,04,1,2,230141003,5.023046,1,,1,1,1,QUESO DE VACA,4216,112,00,KILOGRAMO,12,1,100,00,8,00,800,8,12,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,06,06,1,2,230141003,3.550041,1,,1,1,1,QUESO DE VACA,4216,185,00,KILOGRAMO,12,1,85,00,10,00,850,10,20,00,80,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,13,13,1,2,230141003,.1574268,1,,1,1,1,QUESO DE VACA,4216,450,00,KILOGRAMO,12,1,400,00,8,00,3200,8,50,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,14,14,1,2,230141003,1.185005,1,,1,1,1,QUESO DE VACA,4216,90,00,KILOGRAMO,12,1,87,00,8,00,696,8,3,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10533,01,01,1,2,230134002,1.51371,1,,1,1,1,QUESO DE VACA,4216,600,00,MOLDE,41,.5,580,00,8,00,4640,16,20,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10535,01,01,1,2,230143003,.5225348,1,,1,1,1,QUESO DE VACA,4216,870,00,KILOGRAMO,12,1,600,00,10,00,6000,10,75,00,195,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10535,02,02,1,2,230143003,.1234619,1,,1,1,1,QUESO DE VACA,4216,125,00,KILOGRAMO,12,1,50,00,8,00,400,8,55,00,20,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10535,05,05,1,2,230143003,.0349601,1,,1,1,1,QUESO DE VACA,4216,35,00,KILOGRAMO,12,1,0,00,, ,,,35,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,01,01,1,2,230131003,3.507979,1,,1,1,2,QUESO DE CABRA,4218,40,00,MOLDE,41,.5,40,00,8,00,320,16,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,01,01,1,2,230131003,3.507979,1,,1,1,1,QUESO DE VACA,4216,200,00,MOLDE,41,.5,190,00,8,00,1520,16,10,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,02,02,1,2,230131003,11.42025,1,,1,1,2,QUESO DE CABRA,4218,50,00,MOLDE,41,.5,50,00,8,00,400,16,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,02,02,1,2,230131003,11.42025,1,,1,1,1,QUESO DE VACA,4216,180,00,MOLDE,41,.5,150,00,7,00,1050,14,30,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,03,03,1,2,230131003,66.83617,1,,1,1,1,QUESO DE VACA,4216,200,00,MOLDE,41,.6,190,00,7,00,1330,11.6667,10,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,03,03,1,2,230131003,66.83617,1,,1,1,2,QUESO DE CABRA,4218,50,00,MOLDE,41,.6,50,00,9,00,450,15,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,04,04,1,2,230131003,9.572204,1,,1,1,1,QUESO DE CABRA,4218,25,00,MOLDE,41,.4,0,00,, ,,,9,00,16,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,07,07,1,2,230131003,4.059909,1,,1,1,2,QUESO DE CABRA,4218,18,00,MOLDE,41,.6,18,00,9,00,162,15,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,07,07,1,2,230131003,4.059909,1,,1,1,1,QUESO DE VACA,4216,170,00,MOLDE,41,.6,160,00,7,00,1120,11.6667,10,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,08,08,1,2,230131003,.4812265,1,,1,1,2,QUESO DE CABRA,4218,18,00,MOLDE,41,.5,18,00,8,00,144,16,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,08,08,1,2,230131003,.4812265,1,,1,1,1,QUESO DE VACA,4216,160,00,MOLDE,41,.5,150,00,7,00,1050,14,10,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,10,10,1,2,230131003,.2617462,1,,1,1,1,QUESO DE VACA,4216,220,00,MOLDE,41,.5,210,00,7,00,1470,14,10,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,11,11,1,2,230131003,.6138421,1,,1,1,1,QUESO DE VACA,4216,380,00,MOLDE,41,.6,300,00,7,00,2100,11.6667,40,00,40,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,12,12,1,2,230131003,2.726721,1,,1,1,1,QUESO DE CABRA,4218,15,00,MOLDE,41,.5,10,00,9,00,90,18,5,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,13,13,1,2,230131003,1.661075,1,,1,1,2,QUESO DE CABRA,4218,15,00,MOLDE,41,.5,15,00,8,00,120,16,0,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,13,13,1,2,230131003,1.661075,1,,1,1,1,QUESO DE VACA,4216,200,00,MOLDE,41,.5,150,00,7,00,1050,14,50,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10536,14,14,1,2,230131003,1.193097,1,,1,1,1,QUESO DE CABRA,4218,40,00,MOLDE,41,.5,38,00,9,00,342,18,2,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10537,04,04,1,2,230142002,2.188383,1,,1,1,1,QUESO DE VACA,4216,375,00,KILOGRAMO,12,1,300,00,8,00,2400,8,55,00,20,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10537,05,05,1,2,230142002,1.030189,1,,1,1,1,QUESO DE VACA,4216,75,00,KILOGRAMO,12,1,70,00,8,00,560,8,5,00,0,00, 
2024,23,TACNA,01,TACNA,07,PALCA,10537,07,07,1,2,230142002,.0791593,1,,1,1,1,QUESO DE VACA,4216,750,00,KILOGRAMO,12,1,700,00,8,00,5600,8,50,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10538,01,01,1,2,230132003,8.255315,1,,1,1,1,QUESO DE CABRA,4218,45,00,KILOGRAMO,12,1,35,00,12,00,420,12,10,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10539,01,01,1,2,230133002,77.22267,1,,1,1,2,CHARQUI,4211,20,00,KILOGRAMO,12,1,0,00,, ,,,20,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10539,01,01,1,2,230133002,77.22267,1,,1,1,1,QUESO DE CABRA,4218,200,00,MOLDE,41,.8,0,00,, ,,,60,00,140,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10541,01,01,1,2,230131002,.0724093,1,,1,1,1,QUESO DE VACA,4216,595,00,KILOGRAMO,12,1,590,00,12,00,7080,12,5,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10541,04,04,1,2,230131002,.9025952,1,,1,1,1,QUESO DE VACA,4216,745,00,KILOGRAMO,12,1,700,00,12,00,8400,12,25,00,20,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10542,02,02,1,2,230142003,5.008832,1,,1,1,1,QUESO DE VACA,4216,438,00,UNIDAD,24,.8,406,00,12,00,4872,15,8,00,24,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10542,08,08,1,2,230142003,1.112429,1,,1,1,2,QUESO DE CABRA,4218,51,00,UNIDAD,24,.7,27,00,9,00,243,12.8571,24,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10542,08,08,1,2,230142003,1.112429,1,,1,1,1,QUESO DE OVEJA,4217,60,00,UNIDAD,24,.7,60,00,13,00,780,18.5714,0,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10543,01,01,1,2,230132002,32.97269,1,,1,1,2,CHARQUI,4211,18,00,KILOGRAMO,12,1,0,00,, ,,,18,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10543,01,01,1,2,230132002,32.97269,1,,1,1,1,QUESO DE CABRA,4218,100,00,MOLDE,41,.8,25,00,10,00,250,12.5,75,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10543,02,02,1,2,230132002,16.41413,1,,1,1,1,QUESO DE CABRA,4218,90,00,MOLDE,41,.8,65,00,10,00,650,12.5,25,00,0,00, 
2024,23,TACNA,01,TACNA,06,PACHIA,10543,03,03,1,2,230132002,12.08514,1,,1,1,1,QUESO DE CABRA,4218,100,00,MOLDE,41,.8,0,00,, ,,,70,00,30,00, 
2024,22,SAN MARTIN,10,TOCACHE,05,UCHIZA,10571,01,01,1,3,221081005,90.05007,1,,1,1,1,QUESO DE VACA,4216,5,00,KILOGRAMO,12,1,0,00,, ,,,5,00,0,00, 
2024,22,SAN MARTIN,10,TOCACHE,01,TOCACHE,10591,01,01,1,3,221081004,95.02023,1,,1,1,1,QUESO DE VACA,4216,27,00,KILOGRAMO,12,1,0,00,, ,,,27,00,0,00, 
2024,22,SAN MARTIN,09,SAN MARTIN,08,JUAN GUERRA,10623,02,02,1,3,220991005,38.08992,1,,1,1,1,QUESO DE VACA,4216,96,00,KILOGRAMO,12,1,80,00,35,00,2800,35,6,00,10,00, 
2024,22,SAN MARTIN,08,RIOJA,06,POSIC,10636,01,01,1,3,220881005,173.787,1,,1,1,1,CUAJADA,4203,60,00,KILOGRAMO,12,1,0,00,, ,,,30,00,30,00, 
2024,22,SAN MARTIN,08,RIOJA,06,POSIC,10636,02,02,1,3,220881005,109.8409,1,,1,1,1,CUAJADA,4203,100,00,KILOGRAMO,12,1,50,00,15,00,750,15,20,00,30,00, 
2024,22,SAN MARTIN,08,RIOJA,06,POSIC,10636,04,04,1,3,220881005,7.862523,1,,1,1,1,CUAJADA,4203,150,00,KILOGRAMO,12,1,120,00,15,00,1800,15,20,00,10,00, 
2024,22,SAN MARTIN,08,RIOJA,01,RIOJA,10654,01,01,1,3,220871003,1.769563,1,,1,1,1,QUESO DE VACA,4216,100,00,KILOGRAMO,12,1,0,00,, ,,,58,00,42,00, 
2024,22,SAN MARTIN,07,PICOTA,04,PILLUANA,10674,01,01,1,3,220782003,1.34136,1,,1,1,1,QUESO DE VACA,4216,10,00,KILOGRAMO,12,1,0,00,, ,,,10,00,0,00, 
2024,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,10676,01,01,1,3,220781005,14.939,1,,1,1,1,QUESO DE VACA,4216,100,00,KILOGRAMO,12,1,0,00,, ,,,50,00,50,00, 
2024,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,10676,02,02,1,3,220781005,9.834167,1,,1,1,1,QUESO DE VACA,4216,100,00,KILOGRAMO,12,1,0,00,, ,,,80,00,20,00, 
2024,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,10678,02,02,1,3,220791005,6.92423,1,,1,1,1,QUESO DE VACA,4216,30,00,KILOGRAMO,12,1,0,00,, ,,,0,00,30,00, 
2024,22,SAN MARTIN,07,PICOTA,02,BUENOS AIRES,10678,04,04,1,3,220791005,40.94551,1,,1,1,1,QUESO DE VACA,4216,200,00,KILOGRAMO,12,1,0,00,, ,,,60,00,140,00, 
