ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16543,05,05,1,2,060231003,49.4276,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,MONTON,42,25,0,000,, ,,,0,000,3,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16543,06,06,1,2,060231003,48.43137,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,5,000,CARGA,09,30,0,000,, ,,,0,000,5,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16543,08,08,1,2,060231003,59.10384,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,5,000,MONTON,42,30,0,000,, ,,,5,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16544,01,01,1,2,060233003,16.26533,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,4,000,MONTON,42,20,0,000,, ,,,4,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16544,01,01,1,2,060233003,16.26533,1,,1,1,2,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105,10,000,TERCIO,20,10,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16544,02,02,1,2,060233003,62.59992,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,MONTON,42,15,0,000,, ,,,2,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16544,04,04,1,2,060233003,67.63864,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,MONTON,42,10,0,000,, ,,,2,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16545,05,05,1,2,060241003,449.7564,1,,1,0,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,15,000,ATADO,02,10,0,000,, ,,,0,000,15,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16545,08,08,1,2,060241003,110.7155,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,15,000,ATADO,02,10,0,000,, ,,,15,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16545,08,08,1,2,060241003,110.7155,1,,1,1,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,ATADO,02,20,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16545,09,09,1,2,060241003,266.2689,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,18,000,ATADO,02,10,0,000,, ,,,18,000,0,000, 
2024,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,16546,01,01,1,2,060241004,2.241825,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,ATADO,02,15,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,02,02,1,2,060131003,10.99435,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,400,000,KILOGRAMO,12,1,400,000,0,25,100,.25,0,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,03,03,1,2,060131003,7.170385,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,KILOGRAMO,12,1,0,000,, ,,,15,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,04,04,1,2,060131003,5.631969,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,200,000,KILOGRAMO,12,1,0,000,, ,,,200,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,05,05,1,2,060131003,256.6917,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,250,000,KILOGRAMO,12,1,0,000,, ,,,250,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,05,05,1,2,060131003,256.6917,1,,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,30,000,KILOGRAMO,12,1,0,000,, ,,,30,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,16551,06,06,1,2,060131003,.1676115,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,TERCIO,20,10,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16553,02,02,1,1,060124004,1.090776,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16553,03,03,1,1,060124004,1.905879,1,,1,1,1,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105,30,000,KILOGRAMO,12,1,0,000,, ,,,30,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16554,01,01,1,2,060123004,5.95961,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000,, ,,,20,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16554,02,02,1,2,060123004,7.678426,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,25,000,KILOGRAMO,12,1,0,000,, ,,,25,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16554,04,04,1,2,060123004,.3322368,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,13,000,KILOGRAMO,12,1,0,000,, ,,,13,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16554,06,06,1,2,060123004,.1137621,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,KILOGRAMO,12,1,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16555,04,04,1,1,060121004,6.903049,1,,1,1,1,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105,20,000,MONTON,42,50,0,000,, ,,,20,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16556,03,03,1,2,060121003,559.5167,1,,1,1,1,ARVEJA GRANO SECO,2501,RASTROJO DE ARVEJA,4132,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16556,03,03,1,2,060121003,559.5167,1,,1,1,2,FRIJOL BAYO GRANO VERDE,2419,RASTROJO DE FRIJOL,4134,80,000,KILOGRAMO,12,1,0,000,, ,,,80,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16556,03,03,1,2,060121003,559.5167,1,,1,1,3,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,150,000,KILOGRAMO,12,1,0,000,, ,,,150,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16557,01,01,1,2,060142003,288.8179,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,8,000,KILOGRAMO,12,1,0,000,, ,,,8,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16557,02,02,1,2,060142003,307.4579,1,,1,1,1,ARVEJA GRANO SECO,2501,RASTROJO DE ARVEJA,4132,13,000,KILOGRAMO,12,1,0,000,, ,,,13,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16558,01,01,1,2,060124003,13.08099,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,MONTON,42,8,0,000,, ,,,2,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16558,02,02,1,2,060124003,17.40903,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,MONTON,42,15,0,000,, ,,,0,000,8,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,16558,02,02,1,2,060124003,17.40903,1,,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,MONTON,42,10,0,000,, ,,,0,000,2,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16563,02,02,1,2,060143004,6.696537,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,35,000,TERCIO,20,15,0,000,, ,,,35,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16564,02,02,1,2,060134003,44.17507,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,TONELADA,22,1000,0,000,, ,,,1,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16564,02,02,1,2,060134003,44.17507,1,,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,0,500,TONELADA,22,1000,0,000,, ,,,0,500,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,02,02,1,2,060133002,21.62111,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,250,000,KILOGRAMO,12,1,0,000,, ,,,250,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,03,03,1,2,060133002,53.75037,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000,, ,,,0,000,20,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,04,04,1,2,060133002,19.01429,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,07,07,1,2,060133002,.4151799,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,150,000,KILOGRAMO,12,1,0,000,, ,,,150,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,08,08,1,2,060133002,1.894669,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,0,500,TONELADA,22,1000,0,000,, ,,,0,500,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16565,08,08,1,2,060133002,1.894669,1,,1,1,2,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16566,03,03,1,2,060132003,34.17721,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,TERCIO,20,10,0,000,, ,,,5,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16566,06,06,1,2,060132003,119.6143,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,TERCIO,20,15,0,000,, ,,,30,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16567,02,02,1,2,060132003,56.44878,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,4,000,MANTADA,15,12,0,000,, ,,,4,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16568,02,02,1,2,060131003,1.453151,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,120,000,KILOGRAMO,12,1,0,000,, ,,,120,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16568,04,04,1,2,060131003,34.05495,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,860,000,KILOGRAMO,12,1,0,000,, ,,,860,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16569,03,03,1,2,060132003,792.7926,1,,1,0,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,20,000,TERCIO,20,15,10,000,5,00,50,.3333,0,000,10,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16569,03,03,1,2,060132003,792.7926,1,,1,0,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,TERCIO,20,15,0,000,, ,,,0,000,10,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16570,01,01,1,2,060131002,1215.595,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,400,000,KILOGRAMO,12,1,0,000,, ,,,400,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16570,03,03,1,2,060131002,187.3024,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,40,000,KILOGRAMO,12,1,0,000,, ,,,40,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,16570,06,06,1,2,060131002,448.7569,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16571,01,01,1,2,060131004,4.918907,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,10,000,TERCIO,20,35,0,000,, ,,,10,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16571,04,04,1,2,060131004,45.32585,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,80,000,TERCIO,20,12,0,000,, ,,,80,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16571,05,05,1,2,060131004,51.12433,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,12,000,TERCIO,20,7,0,000,, ,,,12,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16572,02,02,1,2,060152004,.0653058,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,8,000,MANTADA,15,5,0,000,, ,,,8,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16572,03,03,1,2,060152004,.2827625,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,8,000,MANTADA,15,10,0,000,, ,,,8,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,16573,03,03,1,2,060131003,13.1302,1,,1,1,1,MAIZ AMILACEO,2108,PANCA DE CHOCLO,4129,2,000,TONELADA,22,1000,2,000,100,00,200,.1,0,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16576,04,04,1,2,060132003,81.70334,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,TERCIO,20,10,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16576,05,05,1,2,060132003,158.136,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,TERCIO,20,15,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16576,07,07,1,2,060132003,90.59471,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,TERCIO,20,15,0,000,, ,,,2,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16580,01,01,1,2,060131003,16.22968,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,TERCIO,20,12,0,000,, ,,,8,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16580,04,04,1,2,060131003,69.80389,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,TERCIO,20,12,0,000,, ,,,30,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16580,05,05,1,2,060131003,.1838858,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,25,000,TERCIO,20,12,0,000,, ,,,25,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16582,01,01,1,2,060131004,96.93213,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,150,000,KILOGRAMO,12,1,0,000,, ,,,150,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16582,01,01,1,2,060131004,96.93213,1,,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16582,06,06,1,2,060131004,82.85405,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16584,01,01,1,2,060133004,110.5187,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,820,000,KILOGRAMO,12,1,0,000,, ,,,820,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16584,01,01,1,2,060133004,110.5187,1,,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,1,200,TONELADA,22,1000,0,000,, ,,,1,200,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16584,03,03,1,2,060133004,55.47252,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,400,TONELADA,22,1000,0,000,, ,,,1,400,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16584,03,03,1,2,060133004,55.47252,1,,1,1,2,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,0,500,TONELADA,22,1000,0,000,, ,,,0,500,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16586,01,01,1,2,060131003,101.7616,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,100,TONELADA,22,1000,0,000,, ,,,1,100,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16586,02,02,1,2,060131003,199.4194,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,250,000,KILOGRAMO,12,1,0,000,, ,,,250,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,16586,03,03,1,2,060131003,119.9545,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,450,000,KILOGRAMO,12,1,0,000,, ,,,450,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,03,CHETILLA,16589,01,01,1,2,060121002,121.8185,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,25,000,KILOGRAMO,12,1,0,000,, ,,,25,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,03,CHETILLA,16589,02,02,1,2,060121002,29.65466,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,18,000,KILOGRAMO,12,1,0,000,, ,,,18,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16591,01,01,1,2,060122003,55.5903,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,SACO,19,30,0,000,, ,,,0,000,3,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16591,01,01,1,2,060122003,55.5903,1,,1,1,2,MAIZ AMILACEO,2108,PANCA DE CHOCLO,4129,4,000,SACO,19,30,0,000,, ,,,4,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16591,04,04,1,2,060122003,101.3361,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,MONTON,42,20,0,000,, ,,,5,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16593,04,04,1,2,060122002,82.01959,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,4,000,MONTON,42,30,0,000,, ,,,4,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16593,04,04,1,2,060122002,82.01959,1,,1,1,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,MONTON,42,30,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,16593,05,05,1,2,060122002,13.19111,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,MONTON,42,35,0,000,, ,,,0,000,2,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16594,01,01,1,2,060131002,38.61314,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000,, ,,,20,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,01,01,1,2,060141004,32.16981,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,6,000,MONTON,42,30,0,000,, ,,,6,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,02,02,1,2,060141004,192.8009,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,MONTON,42,25,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,03,03,1,2,060141004,110.8615,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,8,000,MONTON,42,25,0,000,, ,,,0,000,8,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,08,08,1,2,060141004,27.79145,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,MONTON,42,25,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,12,12,1,2,060141004,24.00627,1,,1,1,1,AVENA GRANO,2102,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,3,000,MONTON,42,25,0,000,, ,,,3,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,13,13,1,2,060141004,97.7719,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,5,000,MONTON,42,20,0,000,, ,,,5,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16595,14,14,1,2,060141004,1.494599,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,6,000,MONTON,42,25,0,000,, ,,,6,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16597,18,18,1,2,060132002,1375.217,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,TERCIO,20,20,4,000,25,00,100,1.25,0,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16600,01,01,1,2,060144005,60.18128,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,13,000,KILOGRAMO,12,1,0,000,, ,,,13,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16600,03,03,1,2,060144005,13.65644,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,12,000,KILOGRAMO,12,1,0,000,, ,,,12,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16600,04,04,1,2,060144005,52.06529,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,20,000,KILOGRAMO,12,1,0,000,, ,,,20,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16600,05,05,1,2,060144005,8.553792,1,,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,6,000,KILOGRAMO,12,1,0,000,, ,,,6,000,0,000, 
2024,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,16600,06,06,1,2,060144005,20.66686,1,,1,1,1,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,KILOGRAMO,12,1,0,000,, ,,,10,000,0,000, 
2024,05,AYACUCHO,11,VILCAS HUAMAN,08,VISCHONGO,16601,01,01,1,2,051131003,182.1012,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,15,0,000,, ,,,0,000,10,000, 
2024,05,AYACUCHO,11,VILCAS HUAMAN,08,VISCHONGO,16601,02,02,1,2,051131003,14.74934,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,MONTON,42,15,0,000,, ,,,2,000,0,000, 
2024,05,AYACUCHO,11,VILCAS HUAMAN,08,VISCHONGO,16601,03,03,1,2,051131003,9.205399,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,2,000,MONTON,42,20,0,000,, ,,,0,000,2,000, 
2024,05,AYACUCHO,11,VILCAS HUAMAN,08,VISCHONGO,16601,04,04,1,2,051131003,44.47824,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,MONTON,42,10,0,000,, ,,,0,000,8,000, 
