ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10080,01,01,1,3,250393005,.217326,1,,1,0,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,100,000,MONTON,42,10,100,000,1,00,100,.1,0,000,0,000, 
2024,24,TUMBES,01,TUMBES,05,SAN JACINTO,10264,03,03,1,1,240111003,6.514215,1,,1,0,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,1,000,LOTE,37,300,1,000,100,00,100,.3333,0,000,0,000, 
2024,24,TUMBES,01,TUMBES,05,SAN JACINTO,10264,04,04,1,1,240111003,1.903495,1,,1,0,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,2,000,LOTE,37,40,2,000,50,00,100,1.25,0,000,0,000, 
2024,24,TUMBES,01,TUMBES,05,SAN JACINTO,10264,08,08,1,1,240111003,1.133515,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,1,000,LOTE,37,1000,0,000,, ,,,1,000,0,000, 
2024,24,TUMBES,01,TUMBES,05,SAN JACINTO,10265,04,04,1,1,240111003,1.954476,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,1,000,TONELADA,22,1000,0,000,, ,,,1,000,0,000, 
2024,24,TUMBES,01,TUMBES,05,SAN JACINTO,10265,07,07,1,1,240111003,3.181666,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,2000,000,KILOGRAMO,12,1,0,000,, ,,,2000,000,0,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,02,02,1,2,230431003,36.88205,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,30,0,000,, ,,,0,000,10,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,09,09,1,2,230431003,1.695291,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,60,000,MONTON,42,15,0,000,, ,,,60,000,0,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,10,10,1,2,230431003,4.277026,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1000,000,KILOGRAMO,12,1,1000,000,0,10,100,.1,0,000,0,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,16,16,1,2,230431003,31.16883,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,500,000,0,20,100,.2,0,000,0,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10339,21,21,1,2,230431003,.974389,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,500,000,0,20,100,.2,0,000,0,000, 
2024,23,TACNA,04,TARATA,08,TICACO,10340,01,01,1,2,230433003,4.016917,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,200,000,KILOGRAMO,12,1,200,000,0,30,60,.3,0,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,02,02,1,2,230431003,38.76231,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,KILOGRAMO,12,1,100,000,0,50,50,.5,0,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,02,02,1,2,230431003,38.76231,1,,1,1,2,PAPA NATIVA,2615,RASTROJO DE PAPA,4130,60,000,KILOGRAMO,12,1,0,000,, ,,,60,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,03,03,1,2,230431003,25.72741,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,03,03,1,2,230431003,25.72741,1,,1,1,2,PAPA COLOR,2613,RASTROJO DE PAPA,4130,75,000,KILOGRAMO,12,1,0,000,, ,,,75,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,04,04,1,2,230431003,28.88619,1,,1,1,1,PAPA COLOR,2613,RASTROJO DE PAPA,4130,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,04,04,1,2,230431003,28.88619,1,,1,1,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,120,000,KILOGRAMO,12,1,0,000,, ,,,120,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,05,05,1,2,230431003,32.34127,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,50,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,06,06,1,2,230431003,6.393905,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,25,000,KILOGRAMO,12,1,0,000,, ,,,25,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,06,06,1,2,230431003,6.393905,1,,1,1,2,PAPA COLOR,2613,RASTROJO DE PAPA,4130,30,000,KILOGRAMO,12,1,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,07,07,1,2,230431003,23.83064,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,60,000,KILOGRAMO,12,1,60,000,1,00,60,1,0,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10341,10,10,1,2,230431003,8.123502,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000,, ,,,20,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10343,01,01,1,2,230431004,2.607927,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,MONTON,42,25,0,000,, ,,,5,000,0,000, 
2024,23,TACNA,04,TARATA,07,TARUCACHI,10343,05,05,1,2,230431004,2.557157,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,6,000,MONTON,42,30,0,000,, ,,,6,000,0,000, 
2024,23,TACNA,04,TARATA,06,SUSAPAYA,10345,01,01,1,2,230444002,22.98191,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000,, ,,,20,000,0,000, 
2024,23,TACNA,04,TARATA,04,ESTIQUE-PAMPA,10349,09,09,1,2,230431003,22.19328,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,0,000,, ,,,500,000,0,000, 
2024,23,TACNA,04,TARATA,04,ESTIQUE-PAMPA,10349,09,09,1,2,230431003,22.19328,1,,1,1,2,PAPA NATIVA,2615,RASTROJO DE PAPA,4130,200,000,KILOGRAMO,12,1,0,000,, ,,,200,000,0,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,03,03,1,2,230442003,1.765885,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1600,000,KILOGRAMO,12,1,0,000,, ,,,1600,000,0,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,04,04,1,2,230442003,7.197667,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,200,000,KILOGRAMO,12,1,0,000,, ,,,0,000,200,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,05,05,1,2,230442003,.6736301,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,300,000,KILOGRAMO,12,1,0,000,, ,,,300,000,0,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10352,06,06,1,2,230442003,.3052579,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,KILOGRAMO,12,1,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10353,02,02,1,2,230431003,7.562759,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,400,000,KILOGRAMO,12,1,0,000,, ,,,400,000,0,000, 
2024,23,TACNA,04,TARATA,03,ESTIQUE,10354,15,15,1,2,230441003,6.096493,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,05,05,1,2,230431003,67.49685,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,CARGA,09,30,50,000,5,00,250,.1667,0,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,06,06,1,2,230431003,2.224411,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,CAMIONADA,08,2000,0,000,, ,,,1,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,09,09,1,2,230431003,51.6656,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,40,000,CARGA,09,30,40,000,5,00,200,.1667,0,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,11,11,1,2,230431003,31.78631,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,CARGA,09,40,0,000,, ,,,0,000,5,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10359,13,13,1,2,230431003,8.458708,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,CARGA,09,30,0,000,, ,,,20,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,01,01,1,2,230431003,2.738852,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,160,000,MONTON,42,20,0,000,, ,,,160,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,02,02,1,2,230431003,19.27328,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,45,000,CARGA,09,30,45,000,6,00,270,.2,0,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,04,04,1,2,230431003,23.49681,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,CARGA,09,30,8,000,10,00,80,.3333,0,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10360,05,05,1,2,230431003,2.747609,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,CARGA,09,25,0,000,, ,,,15,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10361,01,01,1,2,230441002,.1269478,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,40,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,04,TARATA,01,TARATA,10361,03,03,1,2,230441002,.0435848,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,40,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,03,JORGE BASADRE,03,ITE,10364,03,03,1,1,230311004,.6312339,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,QUINTAL,18,50,0,000,, ,,,20,000,0,000, 
2024,23,TACNA,03,JORGE BASADRE,02,ILABAYA,10370,02,02,1,1,230322004,2.766798,1,,1,1,1,MAIZ MORADO,2110,CHALA DE MAIZ,4105,40,000,KILOGRAMO,12,1,0,000,, ,,,40,000,0,000, 
2024,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,10391,02,02,1,1,230321004,6.78817,1,,1,1,1,ZAPALLO,2345,RASTROJO DE ZAPALLO,8888,30,000,CARGA,09,20,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10394,04,04,1,2,230231003,.2991806,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2000,000,KILOGRAMO,12,1,0,000,, ,,,2000,000,0,000, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10395,01,01,1,2,230233003,.3634481,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,0,000,, ,,,500,000,0,000, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10395,02,02,1,2,230233003,.58859,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1000,000,KILOGRAMO,12,1,0,000,, ,,,1000,000,0,000, 
2024,23,TACNA,02,CANDARAVE,06,QUILAHUANI,10395,03,03,1,2,230233003,.0080039,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2500,000,KILOGRAMO,12,1,1000,000,0,50,500,.5,1500,000,0,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10404,03,03,1,2,230221003,.0354786,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,MANTADA,15,25,0,000,, ,,,5,000,0,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10404,06,06,1,2,230221003,.5612204,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,MANTADA,15,30,0,000,, ,,,5,000,0,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10404,07,07,1,2,230221003,.0728202,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,MANTADA,15,10,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,04,04,1,2,230231003,2.304336,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,KILOGRAMO,12,1,0,000,, ,,,0,000,100,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10405,10,10,1,2,230231003,1.962943,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,0,000,50,000, 
2024,23,TACNA,02,CANDARAVE,03,CAMILACA,10406,02,02,1,2,230231003,23.47113,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000,, ,,,0,000,50,000, 
2024,23,TACNA,02,CANDARAVE,02,CAIRANI,10412,02,02,1,2,230241002,1.192582,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,0,000,, ,,,500,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,02,02,1,2,230231003,.3992074,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,80,000,KILOGRAMO,12,1,0,000,, ,,,80,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10418,04,04,1,2,230231003,4.169163,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10420,01,01,1,2,230233002,61.48736,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,80,000,KILOGRAMO,12,1,0,000,, ,,,80,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10421,02,02,1,2,230231002,5.631672,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,105,000,CARGA,09,30,0,000,, ,,,105,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10421,03,03,1,2,230231002,26.75616,1,,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,11,000,CARGA,09,25,11,000,5,00,55,.2,0,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10421,04,04,1,2,230231002,4.744576,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,30,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10422,02,02,1,2,230242003,10.57807,1,,1,1,1,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10422,04,04,1,2,230242003,.5228128,1,,1,1,1,HABA GRANO VERDE,2406,RASTROJO DE HABAS,4135,100,000,KILOGRAMO,12,1,0,000,, ,,,100,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10423,01,01,1,2,230241003,.0656611,1,,1,0,1,PAPA HUAYRO,2614,RASTROJO DE PAPA,4130,25,000,KILOGRAMO,12,1,0,000,, ,,,0,000,25,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10427,04,04,1,2,230241003,.0004165,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,200,000,KILOGRAMO,12,1,0,000,, ,,,200,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10429,01,01,1,2,230231003,3.321449,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,CARGA,09,30,3,000,9,00,27,.3,0,000,0,000, 
2024,23,TACNA,02,CANDARAVE,01,CANDARAVE,10429,02,02,1,2,230231003,23.00023,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,CARGA,09,25,0,000,, ,,,4,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10432,14,14,1,1,230111004,.1709965,1,,1,0,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,2,000,ATADO,02,10,0,000,, ,,,0,000,2,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10433,09,09,1,1,230111004,4.085474,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,15,000,KILOGRAMO,12,1,0,000,, ,,,15,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10437,02,02,1,1,230111004,5.750293,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,500,000,CARGA,09,30,500,000,15,00,7500,.5,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10442,01,01,1,1,230111004,15.46036,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,30,000,MONTON,42,10,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10446,02,02,1,1,230111004,2.558355,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,150,000,KILOGRAMO,12,1,150,000,1,50,225,1.5,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10457,01,01,1,1,230111003,29.33247,1,,1,1,1,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,20,000,MONTON,42,10,0,000,, ,,,20,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10457,01,01,1,1,230111003,29.33247,1,,1,1,2,CAMOTE,2603,RASTROJO DE CAMOTE,4120,50,000,MONTON,42,25,0,000,, ,,,50,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10460,01,01,1,1,230111004,.0861624,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,CARGA,09,25,0,000,, ,,,50,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10467,03,03,1,1,230111003,23.36387,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,385,000,CARGA,09,25,0,000,, ,,,385,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10474,04,04,1,1,230111004,2.911197,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,30,000,CARGA,09,25,20,000,6,00,120,.24,10,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10476,02,02,1,1,230111003,2.383048,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,40,000,MONTON,42,30,0,000,, ,,,40,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10476,03,03,1,1,230111003,3.200514,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,48,000,MONTON,42,30,0,000,, ,,,48,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10476,04,04,1,1,230111003,12.96632,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,200,000,MONTON,42,30,0,000,, ,,,200,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10478,02,02,1,1,230111003,.3310238,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,150,000,KILOGRAMO,12,1,0,000,, ,,,150,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10478,03,03,1,1,230111003,8.71638,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,450,000,KILOGRAMO,12,1,450,000,1,00,450,1,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10479,01,01,1,1,230111003,47.28848,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,100,000,KILOGRAMO,12,1,0,000,, ,,,0,000,100,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10479,02,02,1,1,230111003,5.292936,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,250,000,KILOGRAMO,12,1,0,000,, ,,,0,000,250,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10479,03,03,1,1,230111003,11.15152,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,500,000,KILOGRAMO,12,1,500,000,1,00,500,1,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10480,10,10,1,1,230111004,.0160675,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,MONTON,42,30,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10487,03,03,1,1,230111003,41.84737,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,10,000,CARGA,09,30,10,000,20,00,200,.6667,0,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10492,03,03,1,1,230111004,.1224935,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,115,000,MONTON,42,25,0,000,, ,,,115,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10493,01,01,1,1,230111003,8.364813,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,30,000,KILOGRAMO,12,1,0,000,, ,,,30,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10493,03,03,1,1,230111003,3.876824,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,10,000,MANTADA,15,20,0,000,, ,,,10,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10496,02,02,1,1,230111003,48.87823,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,200,000,KILOGRAMO,12,1,0,000,, ,,,0,000,200,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10496,02,02,1,1,230111003,48.87823,1,,1,0,2,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,200,000,KILOGRAMO,12,1,0,000,, ,,,0,000,200,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10503,04,04,1,1,230111004,3.320528,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,150,000,KILOGRAMO,12,1,0,000,, ,,,0,000,150,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,02,02,1,1,230111004,1.449922,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,25,000,MONTON,42,30,0,000,, ,,,25,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,02,02,1,1,230111004,1.449922,1,,1,1,2,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,6,000,MONTON,42,20,0,000,, ,,,6,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,03,03,1,1,230111004,14.70495,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,150,000,CARGA,09,25,0,000,, ,,,0,000,150,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,05,05,1,1,230111004,1.332364,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,150,000,MONTON,42,30,0,000,, ,,,145,000,5,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,06,06,1,1,230111004,21.92207,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,15,000,MONTON,42,30,0,000,, ,,,15,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,08,08,1,1,230111004,1.045813,1,,1,1,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,15,000,MONTON,42,30,0,000,, ,,,15,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10504,13,13,1,1,230111004,1.066772,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,6,000,CAMIONADA,08,400,0,000,, ,,,0,000,6,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10506,07,07,1,1,230111004,2.739149,1,,1,0,1,PALLAR GRANO VERDE,2410,RASTROJO DE PALLAR,4136,50,000,KILOGRAMO,12,1,0,000,, ,,,0,000,50,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10516,01,01,1,1,230111003,32.20494,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,400,000,KILOGRAMO,12,1,0,000,, ,,,0,000,400,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10521,05,05,1,1,230111004,2.56457,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,ATADO,02,10,0,000,, ,,,1,000,0,000, 
2024,23,TACNA,01,TACNA,11,LA YARADA LOS PALOS,10523,02,02,1,1,230111003,40.64627,1,,1,0,1,CAMOTE,2603,RASTROJO DE CAMOTE,4120,30,000,CARGA,09,20,0,000,, ,,,0,000,30,000, 
2024,23,TACNA,01,TACNA,09,SAMA,10528,01,01,1,1,230111004,11.46484,1,,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,150,000,KILOGRAMO,12,1,0,000,, ,,,150,000,0,000, 
2024,23,TACNA,01,TACNA,07,PALCA,10531,02,02,1,2,230141002,2.200442,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,7,000,MANTADA,15,20,0,000,, ,,,7,000,0,000, 
2024,23,TACNA,01,TACNA,07,PALCA,10532,10,10,1,2,230141003,1.4555,1,,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,CARGA,09,20,0,000,, ,,,20,000,0,000, 
