column,missing_count,missing_pct
tmean_baseline_sd,1892,100.0
tmean_z,1892,100.0
tmax_2023,18,0.9513742071881607
tmin_2023,18,0.9513742071881607
tmean_2023,18,0.9513742071881607
tmax_2024,18,0.9513742071881607
tmin_2024,18,0.9513742071881607
tmean_2024,18,0.9513742071881607
delta_tmean_24_23,18,0.9513742071881607
tmean_baseline_mean,18,0.9513742071881607
tmean_anom,18,0.9513742071881607
ubigeo6,0,0.0
