ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P142_3,P301A_1,P302A_1,P301A_2,P302A_2,P301A_3,P302A_3,P301A_4,P302A_4,P301A_4A,P302A_4A,P301A_4B,P302A_4B,P301A_4C,P302A_4C,P301A_5,P302A_5,P301A_6,P302A_6,P301A_7,P302A_7,P301A_8,P302A_8,P301A_9,P302A_9,P301A_10,P302A_10,P301A_11,P302A_11,P301A_12,P302A_12,P301A_12A,P302A_12A,P301A_12B,P302A_12B,P301A_12C,P302A_12C,P301A_13,P302A_13,P301A_14,P302A_14,P301A_15,P302A_15,P301A_16,P302A_16,P301A_17,P302A_17,P303B,P304B,P305B,P306B,P307B,P308B,P309B,P310B,P311B,P312B,P313B,P314B,P315B,P316B,P317B,P318B,P319B,P320B,P321B,P322B,P323B,P324B,P325B_1,P325B_2,P325B_3,P325B_4,P325B_5,P325B_6,P325B_7,P326B_1,P326B_2,P326B_3,P326B_4,P326B_5,P326B_6,P326B_7,P327B,P328B,P329B_1,P329B_2,P329B_3,P329B_4,P329B_5,P329B_6,P330B,OMICAP300
2024,25,UCAYALI,03,PADRE ABAD,01,PADRE ABAD,10102,06,06,1,3,250391005,45.24869,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,7,1,4,2,,2,,,,,,,,1,1,1,2,,,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10103,01,01,1,3,250293005,50.15823,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10103,02,02,1,3,250293005,35.77843,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,1,6,2,,1,6,2,,2,,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10103,03,03,1,3,250293005,18.5368,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10103,04,04,1,3,250293005,71.12572,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10104,01,01,1,3,250293005,6.685647,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,3,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,03,TAHUANIA,10104,02,02,1,3,250293005,8.010629,1,,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,01,01,1,3,250272005,2.706101,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,02,02,1,3,250272005,8.615952,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,03,03,1,3,250272005,6.466639,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,1,3,2,,1,3,2,,2,,2,1,2,2,,,,,,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,04,04,1,3,250272005,13.18331,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,05,05,1,3,250272005,26.09703,1,,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,06,06,1,3,250272005,89.62778,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10105,07,07,1,3,250272005,38.08792,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10106,01,01,1,3,250283003,.6281642,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10107,01,01,1,3,250292002,.1681171,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10108,01,01,1,3,250292004,3.930647,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,1,8,2,,2,,2,,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10108,02,02,1,3,250292004,11.18538,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,4,1,2,2,,2,,,,,,,,1,1,1,2,,,1,1,1,2,1,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10108,03,03,1,3,250292004,5.180768,1,,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10109,01,01,1,3,250273004,8.19505,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10110,01,01,1,3,250293003,3.436687,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,7,1,7,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10111,01,01,1,3,250272002,2.660365,1,,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,8,2,,2,,,,,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10112,01,01,1,3,250273003,14.08408,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,3,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10113,01,01,1,3,250292005,54.80122,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10113,02,02,1,3,250292005,7.943338,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10114,01,01,1,3,250273005,28.50576,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10114,02,02,1,3,250273005,19.36312,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10115,01,01,1,3,250273002,3.848131,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,3,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10116,01,01,1,3,250272003,7.8872,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10117,01,01,1,3,250283002,.0669667,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10118,01,01,1,3,250293005,64.62767,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10118,02,02,1,3,250293005,5.354139,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10118,03,03,1,3,250293005,10.81519,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,2,1,2,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10119,01,01,1,3,250272005,48.3401,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10120,01,01,1,3,250283005,9.338995,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,4,2,,2,,,,,,,,,,,,,,1,1,2,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10120,03,03,1,3,250283005,2.328163,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10120,04,04,1,3,250283005,2.208272,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,4,2,,2,,,,,,,,,,,,,,1,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10120,05,05,1,3,250283005,14.06274,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10120,07,07,1,3,250283005,2.215348,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,2,1,2,2,,2,,,,,,,,1,1,1,2,,,1,1,1,2,1,1,1,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10121,01,01,1,3,250293002,1.312975,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,4,2,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,01,01,1,3,250292005,25.68076,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,03,03,1,3,250292005,107.8622,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,5,1,5,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,04,04,1,3,250292005,79.06371,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,5,1,5,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,07,07,1,3,250292005,2.802254,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,08,08,1,3,250292005,17.74087,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,2,1,2,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10122,10,10,1,3,250292005,32.96471,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10123,01,01,1,3,250283004,.3362344,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10124,02,02,1,3,250293005,185.4549,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,3,1,3,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10124,03,03,1,3,250293005,37.03497,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,3,1,3,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10125,01,01,1,3,250293004,.9546672,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10126,02,02,1,3,250282005,1.479422,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10126,03,03,1,3,250282005,7.479548,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10126,04,04,1,3,250282005,1.352084,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10127,01,01,1,3,250292003,.3984323,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,5,2,,2,,2,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10127,02,02,1,3,250292003,.8655861,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10127,03,03,1,3,250292003,1.474151,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,5,2,,2,,2,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10128,01,01,1,3,250272004,11.48136,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,1,3,2,,1,3,2,,2,,1,1,2,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10128,02,02,1,3,250272004,7.613859,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,1,5,2,,1,5,2,,2,,1,1,1,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10128,03,03,1,3,250272004,11.39593,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10129,01,01,1,3,250273005,17.86121,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,02,ATALAYA,01,RAYMONDI,10129,02,02,1,3,250273005,6.372489,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,01,01,1,3,250193006,6.88235,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,04,04,1,3,250193006,4.778916,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,05,05,1,3,250193006,4.655442,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,06,06,1,3,250193006,7.688316,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,07,07,1,3,250193006,9.054398,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,08,08,1,3,250193006,5.775695,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,09,09,1,3,250193006,4.475035,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,11,11,1,3,250193006,19.38373,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,12,12,1,3,250193006,2.439406,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10130,13,13,1,3,250193006,2.185274,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10131,01,01,1,3,250192006,16.42359,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
