ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P142_3,P301A_1,P302A_1,P301A_2,P302A_2,P301A_3,P302A_3,P301A_4,P302A_4,P301A_4A,P302A_4A,P301A_4B,P302A_4B,P301A_4C,P302A_4C,P301A_5,P302A_5,P301A_6,P302A_6,P301A_7,P302A_7,P301A_8,P302A_8,P301A_9,P302A_9,P301A_10,P302A_10,P301A_11,P302A_11,P301A_12,P302A_12,P301A_12A,P302A_12A,P301A_12B,P302A_12B,P301A_12C,P302A_12C,P301A_13,P302A_13,P301A_14,P302A_14,P301A_15,P302A_15,P301A_16,P302A_16,P301A_17,P302A_17,P303B,P304B,P305B,P306B,P307B,P308B,P309B,P310B,P311B,P312B,P313B,P314B,P315B,P316B,P317B,P318B,P319B,P320B,P321B,P322B,P323B,P324B,P325B_1,P325B_2,P325B_3,P325B_4,P325B_5,P325B_6,P325B_7,P326B_1,P326B_2,P326B_3,P326B_4,P326B_5,P326B_6,P326B_7,P327B,P328B,P329B_1,P329B_2,P329B_3,P329B_4,P329B_5,P329B_6,P330B,OMICAP300
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10003,01,01,1,3,250391005,5.162738,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,8,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10003,02,02,1,3,250391005,10.69118,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10003,03,03,1,3,250391005,12.99202,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,10,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10003,04,04,1,3,250391005,21.59325,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,01,01,1,3,250391005,28.86083,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,30,2,,2,,2,,,,,,,,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,02,02,1,3,250391005,22.38966,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,03,03,1,3,250391005,1.18991,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,06,06,1,3,250391005,2.99838,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,07,07,1,3,250391005,8.017953,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10004,08,08,1,3,250391005,21.4156,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10005,01,01,1,3,250391003,.96399,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10005,02,02,1,3,250391003,.1062822,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10006,01,01,1,3,250391005,29.66294,1,,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10006,02,02,1,3,250391005,18.783,1,,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10006,03,03,1,3,250391005,10.56679,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10006,04,04,1,3,250391005,4.254574,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10006,05,05,1,3,250391005,4.214172,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,6,2,,2,,2,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10007,01,01,1,3,250391004,.094992,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,4,2,,2,,2,,,,,,,,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10007,02,02,1,3,250391004,9.755317,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,1,2,,2,,2,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10007,03,03,1,3,250391004,5.964668,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,4,2,,2,,2,,,,,,,,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10007,04,04,1,3,250391004,2.877765,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,8,1,8,2,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10007,05,05,1,3,250391004,.8111839,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,7,2,,2,,2,,,,,,,,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10008,01,01,1,3,250393005,112.0423,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,8,2,,2,,2,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10008,02,02,1,3,250393005,55.80513,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,3,2,,2,,2,,,,,,,,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10008,05,05,1,3,250393005,21.36,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,8,1,5,2,,2,,,,,,,,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10009,01,01,1,3,250393003,8.829394,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10009,02,02,1,3,250393003,.7341211,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10010,01,01,1,3,250393002,1.305981,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,01,01,1,3,250391005,3.896025,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,02,02,1,3,250391005,2.128094,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,03,03,1,3,250391005,8.33548,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,8,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,04,04,1,3,250391005,21.88851,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,1,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,05,05,1,3,250391005,1.99235,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,05,ALEXANDER VON HUMBOLDT,10011,06,06,1,3,250391005,5.38409,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,3,2,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10012,01,01,1,3,250392005,56.02063,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,5,2,,2,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10012,02,02,1,3,250392005,32.14376,1,,1,1,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,6,2,,2,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10012,03,03,1,3,250392005,44.17159,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10013,01,01,1,3,250391005,6.453477,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,10,1,6,2,,2,,,,,,,,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10013,02,02,1,3,250391005,47.80722,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,1,7,2,,2,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10013,03,03,1,3,250391005,15.42459,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,1,5,1,5,2,,2,,,,,,,,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,, 
2024,25,UCAYALI,03,PADRE ABAD,04,NESHUYA,10013,04,04,1,3,250391005,15.7369,1,,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
